# Run configuration
# Environment,LunarLander-v3
# Render mode,rgb_array
# Batch,128
# Gamma,0.99
# Eps_start,1.0
# Eps_end,0.01
# Eps_decay,2500
# Tau,0.005
# Lr,0.0003

Episode,Reward,Episode_length,Status
0,-2.086524783658283,63,Terminated: Crash
1,-98.66832060787237,102,Terminated: Crash
2,-68.35413234905374,92,Terminated: Crash
3,-52.15154086157303,109,Terminated: Crash
4,-64.38678314993616,71,Terminated: Crash
5,-36.40880382300672,102,Terminated: Crash
6,-7.544669980794721,135,Terminated: Crash
7,7.527440295786381,127,Terminated: Crash
8,-19.24699998490952,152,Terminated: Crash
9,-27.295435772869727,158,Terminated: Crash
10,-24.2172357451015,149,Terminated: Crash
11,-48.286270567293,216,Terminated: Crash
12,-5.763195948003618,168,Terminated: Crash
13,16.96896594431083,148,Terminated: Crash
14,2.1549190958817848,153,Terminated: Crash
15,-3.7120001858856257,275,Terminated: Crash
16,4.765038692462888,146,Terminated: Crash
17,-8.131505918359379,198,Terminated: Crash
18,-69.61722453928189,999,Truncated: Sleep
19,-55.56514574904038,999,Truncated: Sleep
20,-42.27106037837326,999,Truncated: Sleep
21,-57.52952189897826,999,Truncated: Sleep
22,-0.4250613761577562,641,Terminated: Crash
23,-28.44987778574868,999,Truncated: Sleep
24,-39.934189974088575,999,Truncated: Sleep
25,-20.64444574549882,999,Truncated: Sleep
26,-4.921766531263565,999,Truncated: Sleep
27,-6.781355108016928,999,Truncated: Sleep
28,-16.391301100044434,215,Terminated: Crash
29,-32.577342640451604,999,Truncated: Sleep
30,-14.551168093548636,999,Truncated: Sleep
31,-195.44183881639628,999,Truncated: Sleep
32,-42.52369221765413,919,Terminated: Crash
33,-50.98447445417192,999,Truncated: Sleep
34,-6.156368999135559,999,Truncated: Sleep
35,10.495224945959327,462,Terminated: Crash
36,-3.538355992684748,999,Truncated: Sleep
37,-48.532564797203136,698,Terminated: Crash
38,-11.824107638488066,999,Truncated: Sleep
39,-5.811836326021194,443,Terminated: Crash
40,-3.1612988811369043,435,Terminated: Crash
41,-11.699644432015717,513,Terminated: Crash
42,-15.29805169962173,616,Terminated: Crash
43,-24.59928764965325,703,Terminated: Crash
44,15.116209338438399,999,Truncated: Sleep
45,0.47245087414118814,999,Truncated: Sleep
46,-37.29234452544753,999,Truncated: Sleep
47,-6.84193673936935,999,Truncated: Sleep
48,-11.134446191234208,999,Truncated: Sleep
49,-42.435713935125264,999,Truncated: Sleep
50,-2.238541435676213,999,Truncated: Sleep
51,10.085073495394639,999,Truncated: Sleep
52,0.5380907940772026,999,Truncated: Sleep
53,8.586708282482062,999,Truncated: Sleep
54,11.55736594996445,999,Truncated: Sleep
55,2.2632143491199708,999,Truncated: Sleep
