# Run configuration
# Environment,LunarLander-v3
# Render mode,rgb_array
# Batch,128
# Gamma,0.99
# Eps_start,1.0
# Eps_end,0.01
# Eps_decay,2500
# Tau,0.005
# Lr,0.0003

Episode,Reward,Episode_length,Status
0,-278.79806119812076,52,Terminated: Crash
1,-224.27029272632794,125,Terminated: Crash
2,-76.0282519339764,123,Terminated: Crash
3,-101.21585944947026,76,Terminated: Crash
4,-181.37014052063222,100,Terminated: Crash
5,-171.78496128181297,120,Terminated: Crash
6,-106.29639785414723,173,Terminated: Crash
7,-201.1691242897165,96,Terminated: Crash
8,-164.7730456530598,94,Terminated: Crash
9,-185.46691849575635,160,Terminated: Crash
10,-204.90706925869517,128,Terminated: Crash
11,-100.12814139363974,83,Terminated: Crash
12,-86.81627046008535,123,Terminated: Crash
13,-107.75135753965526,83,Terminated: Crash
14,-77.2471287147726,240,Terminated: Crash
15,-50.67852139401312,103,Terminated: Crash
16,-81.22825323364539,202,Terminated: Crash
17,-97.80013060928161,123,Terminated: Crash
18,-35.356682579383474,156,Terminated: Crash
19,-86.5387699621759,127,Terminated: Crash
20,-88.74493719923623,605,Terminated: Crash
21,-98.14491772046927,999,Truncated: Sleep
22,-121.09571391599894,999,Truncated: Sleep
23,-44.22484779070075,999,Truncated: Sleep
24,-72.81700220303216,999,Truncated: Sleep
25,-40.71116838664327,999,Truncated: Sleep
26,193.15040067080534,712,Terminated: Crash
27,25.73430509458553,999,Truncated: Sleep
28,-136.18802208519335,430,Terminated: Crash
29,-31.340930173408132,999,Truncated: Sleep
30,-56.57479545303195,999,Truncated: Sleep
31,240.03448208584766,460,Terminated: Landed
32,-51.77615124313639,999,Truncated: Sleep
33,-21.886771192285405,999,Truncated: Sleep
34,-80.70792969297032,999,Truncated: Sleep
35,277.3632686663982,499,Terminated: Landed
36,-53.20611907435599,999,Truncated: Sleep
37,12.096794241907325,999,Truncated: Sleep
38,-44.60191638282364,999,Truncated: Sleep
39,10.792587360177265,273,Terminated: Crash
40,-15.507728689275048,999,Truncated: Sleep
41,-44.12398188043864,999,Truncated: Sleep
42,6.804805028156835,215,Terminated: Crash
43,24.109086996591813,241,Terminated: Crash
44,-136.66863701616498,992,Terminated: Crash
45,44.76260207255041,252,Terminated: Crash
46,-15.513621783147318,999,Truncated: Sleep
47,-17.648104096659893,999,Truncated: Sleep
48,-54.27536379790644,999,Truncated: Sleep
49,-50.52109726005844,999,Truncated: Sleep
50,6.823303558019257,999,Truncated: Sleep
51,-33.33226116417369,999,Truncated: Sleep
52,-22.382788970359105,999,Truncated: Sleep
53,-16.92388923943462,999,Truncated: Sleep
54,-6.082418411940382,999,Truncated: Sleep
55,5.886076394762389,999,Truncated: Sleep
56,-23.480310792422163,999,Truncated: Sleep
57,-74.34454389691095,999,Truncated: Sleep
58,-46.64230107087184,999,Truncated: Sleep
59,-214.1046813998324,151,Terminated: Crash
60,-72.50069766020889,999,Truncated: Sleep
61,-189.93027861876624,158,Terminated: Crash
62,-65.20923597508683,999,Truncated: Sleep
63,-159.70507112648232,149,Terminated: Crash
64,-139.66733122930722,185,Terminated: Crash
65,-63.9889076251913,999,Truncated: Sleep
66,-52.85017971368285,999,Truncated: Sleep
67,-34.15337041323292,999,Truncated: Sleep
68,6.59082287345898,999,Truncated: Sleep
69,-32.132396901514085,999,Truncated: Sleep
70,-94.8316293196972,999,Truncated: Sleep
71,-82.07526990158338,999,Truncated: Sleep
72,-29.85434851722289,999,Truncated: Sleep
73,-79.10733431283526,999,Truncated: Sleep
74,-43.97616948102904,999,Truncated: Sleep
75,-7.611769437719322,999,Truncated: Sleep
76,-7.05871785295712,999,Truncated: Sleep
77,-3.771560299425479,999,Truncated: Sleep
78,-19.951033384312222,999,Truncated: Sleep
79,10.294895217053202,999,Truncated: Sleep
80,-11.470655270273326,999,Truncated: Sleep
81,18.436423169882183,999,Truncated: Sleep
82,-12.036925789351049,999,Truncated: Sleep
83,-8.725116175416733,999,Truncated: Sleep
84,16.062052266401345,999,Truncated: Sleep
85,11.951252670034481,999,Truncated: Sleep
86,-49.13388539600697,999,Truncated: Sleep
87,0.13951928411021752,999,Truncated: Sleep
88,17.412742522678656,999,Truncated: Sleep
89,-49.504357491273986,999,Truncated: Sleep
90,9.157598789070796,999,Truncated: Sleep
91,11.616282355449957,999,Truncated: Sleep
92,181.09610617522827,723,Terminated: Crash
93,-27.945566634620086,999,Truncated: Sleep
94,4.690547611195201,999,Truncated: Sleep
95,-11.408941038771975,999,Truncated: Sleep
96,-41.340293079701965,999,Truncated: Sleep
97,-15.997918869574853,999,Truncated: Sleep
98,-23.437927467368933,999,Truncated: Sleep
99,32.46590099392274,999,Truncated: Sleep
100,-8.99672185997926,999,Truncated: Sleep
101,12.773494513419188,999,Truncated: Sleep
102,-24.817684544735286,999,Truncated: Sleep
103,-25.65650616393069,999,Truncated: Sleep
104,14.630509680882144,999,Truncated: Sleep
105,-13.530709894805065,999,Truncated: Sleep
106,-41.76114245695798,999,Truncated: Sleep
107,-10.284524402054181,999,Truncated: Sleep
108,26.191856744980647,999,Truncated: Sleep
109,-8.425301789961123,999,Truncated: Sleep
110,20.016844757711244,999,Truncated: Sleep
111,2.7974935364993234,999,Truncated: Sleep
112,37.26161798944306,999,Truncated: Sleep
113,-39.04991265959136,999,Truncated: Sleep
114,2.54203617518459,999,Truncated: Sleep
115,4.047349289425928,999,Truncated: Sleep
116,-2.7711422116051416,999,Truncated: Sleep
117,-2.4314022937280173,999,Truncated: Sleep
118,29.179035070818593,999,Truncated: Sleep
119,181.32319848074857,587,Terminated: Crash
120,-0.7402902952504433,999,Truncated: Sleep
121,-20.251685439377887,999,Truncated: Sleep
122,-6.346836060938429,999,Truncated: Sleep
123,20.365351169973945,999,Truncated: Sleep
124,-30.125019771567203,999,Truncated: Sleep
125,-10.58499800152218,999,Truncated: Sleep
126,147.5915552179739,934,Terminated: Crash
127,-17.90997746112788,999,Truncated: Sleep
128,9.88182266010608,999,Truncated: Sleep
129,147.3524637962591,990,Terminated: Crash
130,184.9770368790244,561,Terminated: Crash
131,152.4846067707057,866,Terminated: Crash
132,158.67241909356002,735,Terminated: Crash
133,-177.14360500268884,121,Terminated: Crash
134,-0.23717854716974163,999,Truncated: Sleep
135,33.34994164173177,999,Truncated: Sleep
136,11.926955311609076,999,Truncated: Sleep
137,232.0688463751241,467,Terminated: Landed
138,192.76571714885904,676,Terminated: Crash
139,207.429072176791,644,Terminated: Landed
140,219.67483166912425,548,Terminated: Landed
141,240.24441525165432,631,Terminated: Landed
142,136.698264691538,742,Terminated: Crash
143,-16.87325126005755,999,Truncated: Sleep
144,162.6601045759998,923,Terminated: Crash
145,13.116779602658863,999,Truncated: Sleep
146,-12.092206176283977,999,Truncated: Sleep
147,205.88321680735953,633,Terminated: Landed
148,11.490157744321998,999,Truncated: Sleep
149,140.88333580457908,857,Terminated: Crash
150,225.93877135474747,603,Terminated: Landed
151,29.081234160769366,999,Truncated: Sleep
152,164.40826277184496,577,Terminated: Crash
153,178.92287845969412,805,Terminated: Crash
154,66.4081129722088,999,Truncated: Sleep
155,19.983016591975325,999,Truncated: Sleep
156,185.62920891450068,830,Terminated: Crash
157,176.43530251058715,642,Terminated: Crash
158,214.1262967834594,586,Terminated: Landed
159,218.01789585711916,499,Terminated: Landed
160,200.19537359928052,486,Terminated: Landed
161,163.9241431385262,786,Terminated: Crash
162,216.52019890526813,460,Terminated: Landed
163,202.21492652072874,503,Terminated: Landed
164,213.08607704800755,511,Terminated: Landed
165,232.86263489604698,478,Terminated: Landed
166,213.0803789641913,468,Terminated: Landed
167,176.7001830685423,550,Terminated: Crash
168,224.03886511973172,506,Terminated: Landed
169,173.62650767554805,642,Terminated: Crash
170,164.0765878665997,755,Terminated: Crash
171,223.69511749298408,440,Terminated: Landed
172,238.05941644389307,548,Terminated: Landed
173,203.6459432003769,625,Terminated: Landed
174,236.5220869322731,546,Terminated: Landed
175,164.6996641949646,802,Terminated: Crash
176,183.73049942711245,634,Terminated: Crash
177,169.0649809597167,715,Terminated: Crash
178,212.81580148147998,663,Terminated: Landed
179,10.33878543176985,999,Truncated: Sleep
180,-157.55739220828548,677,Terminated: Crash
181,137.70938574336105,887,Terminated: Crash
182,181.02425210868466,543,Terminated: Crash
183,4.393735637593025,999,Truncated: Sleep
184,222.76782538042286,457,Terminated: Landed
185,188.39277590119588,584,Terminated: Crash
186,196.11054702959868,636,Terminated: Crash
187,90.10932690034308,999,Truncated: Sleep
188,244.79244976451002,613,Terminated: Landed
189,245.3746905168079,638,Terminated: Landed
190,221.0536682178615,677,Terminated: Landed
191,221.0988189322906,472,Terminated: Landed
192,-1.8014579257871581,999,Truncated: Sleep
193,241.33051997509745,482,Terminated: Landed
194,231.592770574025,634,Terminated: Landed
195,-1.5313787173113929,999,Truncated: Sleep
196,201.27446034188276,727,Terminated: Landed
197,158.76972167435832,758,Terminated: Crash
198,212.80744911662072,512,Terminated: Landed
199,174.82956370418566,689,Terminated: Crash
200,231.37657399560436,430,Terminated: Landed
201,226.0261164973936,572,Terminated: Landed
202,143.3921751038153,923,Terminated: Crash
203,206.4752940876674,604,Terminated: Landed
204,216.77363344250008,473,Terminated: Landed
205,207.9373573559501,547,Terminated: Landed
206,196.54261972947324,590,Terminated: Crash
207,216.11563450728792,522,Terminated: Landed
208,-44.89687987706034,999,Truncated: Sleep
209,-28.391840672624028,999,Truncated: Sleep
210,113.52845693405254,774,Terminated: Crash
211,207.50784910528682,525,Terminated: Landed
212,217.836580222201,454,Terminated: Landed
213,166.40502725769787,846,Terminated: Crash
214,154.47225274440723,623,Terminated: Crash
215,-11.170212835774464,999,Truncated: Sleep
216,229.88725199298113,480,Terminated: Landed
217,213.85499424766311,465,Terminated: Landed
218,-11.70480488980789,999,Truncated: Sleep
219,229.9221949538843,486,Terminated: Landed
220,25.394635216477894,999,Truncated: Sleep
221,185.84414671628173,638,Terminated: Crash
222,232.84774056781433,606,Terminated: Landed
223,149.43384965927723,958,Terminated: Crash
224,209.77594030169067,391,Terminated: Landed
225,229.41043304602573,832,Terminated: Landed
226,13.805355569687519,999,Truncated: Sleep
227,231.65311032840333,629,Terminated: Landed
228,197.16798052854315,600,Terminated: Crash
229,285.24341032561335,355,Terminated: Landed
230,167.95073546280383,789,Terminated: Crash
231,7.755127646750408,999,Truncated: Sleep
232,273.07717573585603,508,Terminated: Landed
233,263.51638447363234,481,Terminated: Landed
234,151.61953888298842,900,Terminated: Crash
235,195.6483955384133,791,Terminated: Crash
236,-13.231056108988962,999,Truncated: Sleep
237,167.49159994818456,800,Terminated: Crash
238,156.12217380998413,831,Terminated: Crash
239,213.55839902039313,495,Terminated: Landed
240,-0.6161620508710792,999,Truncated: Sleep
241,-68.92976088721538,999,Truncated: Sleep
242,196.77400365702644,518,Terminated: Crash
243,248.80255620288034,491,Terminated: Landed
244,197.27742294536853,585,Terminated: Crash
245,241.87050172955946,611,Terminated: Landed
246,55.98399999121031,108,Terminated: Crash
247,190.033618448904,634,Terminated: Crash
248,247.0979548253418,421,Terminated: Landed
249,118.66405571207439,999,Truncated: Sleep
250,192.13918318715582,790,Terminated: Crash
251,150.02957751658442,966,Terminated: Crash
252,221.87950595298264,561,Terminated: Landed
253,238.25298813038341,674,Terminated: Landed
254,294.93124443048714,285,Terminated: Landed
255,236.54106041238703,636,Terminated: Landed
256,255.30714014520657,294,Terminated: Landed
257,244.3651019335002,696,Terminated: Landed
258,241.26519694460004,972,Terminated: Landed
259,252.80792736383682,415,Terminated: Landed
260,192.43631317987897,665,Terminated: Crash
261,277.50731394783566,360,Terminated: Landed
262,276.0384210205224,417,Terminated: Landed
263,242.51168706748336,822,Terminated: Landed
264,278.0110220444217,441,Terminated: Landed
265,251.6213647497544,358,Terminated: Landed
266,220.21078373500995,580,Terminated: Landed
267,227.82886325918656,315,Terminated: Landed
268,232.07867210910524,511,Terminated: Landed
269,220.17004923207548,374,Terminated: Landed
270,211.62553949983774,416,Terminated: Landed
271,210.97277234727602,617,Terminated: Landed
272,242.5862522564172,445,Terminated: Landed
273,252.1338996717617,524,Terminated: Landed
274,269.8807908323166,310,Terminated: Landed
275,275.4679252776638,454,Terminated: Landed
276,274.9169024768081,299,Terminated: Landed
277,215.9402590053869,461,Terminated: Landed
278,192.67234071872946,408,Terminated: Crash
279,232.1578824592529,335,Terminated: Landed
280,265.1187150431431,311,Terminated: Landed
281,225.9886682155314,376,Terminated: Landed
282,250.2048192739246,625,Terminated: Landed
283,93.40300696168595,999,Truncated: Sleep
284,232.80033739575302,400,Terminated: Landed
285,227.302638387389,386,Terminated: Landed
286,254.48363867326097,336,Terminated: Landed
287,239.75642041895625,369,Terminated: Landed
288,230.39386743271655,626,Terminated: Landed
289,257.61853720891327,361,Terminated: Landed
