LIBELLE,SERVICE,latitude,longitude,retard_moyen
STRASBOURG VILLE,National,48.58287,7.731595,
STRASBOURG VILLE,National,48.58287,7.731595,
STRASBOURG VILLE,National,48.585063,7.734259,
STRASBOURG VILLE,National,48.58287,7.731595,
CESSIEU,National,45.560946,5.376503,
CHEMIN PESEUX,National,46.994758,5.344426,
BAZOCHES,National,49.305274,3.616468,
GEMEAUX,National,47.478141,5.129735,
CLERMONT LES FERMES,National,49.662229,3.940303,
LE DOUHET ECOYEUX,National,45.813564,-0.559545,
MONTHOIS,National,49.324837,4.71248,
ROSNY SOUS BOIS,National,48.870511,2.486054,
TROYES,National,48.267957,4.093255,
TROYES,National,48.26961,4.091768,
TROYES,National,48.295767,4.064918,
AILLY SUR NOYE,National,49.754865,2.364295,
ELOYES,National,48.087126,6.59997,
ONNAING,National,50.392029,3.601379,
AYTRE,National,46.137396,-1.111441,
LEZENNES,National,50.620549,3.099676,
LEZENNES,National,50.620393,3.098512,
LA GARDE,National,43.118647,6.010088,
GRANDVILLIERS,National,49.659262,1.938729,
SERDINYA,National,42.566982,2.323222,
ABANCOURT,National,49.685526,1.774495,
ABANCOURT,National,49.685534,1.774718,
ABANCOURT,National,49.685526,1.774495,
VALENCE TGV,National,44.992742,4.978549,
SAILLAT CHASSENON,National,45.86954,0.811742,
ST ARMEL,National,48.01416,-1.594855,
BOLLENE LA CROISIERE,National,44.271542,4.708148,
NESLE,National,49.764075,2.909004,
GOLFECH,National,44.116213,0.853638,
ETANG,National,46.868012,4.183714,
LOUVERNE,National,48.108881,-0.714322,
TESSONNIERES,National,43.928728,1.937883,
GONCELIN,National,45.341971,5.973983,
LA VILLETTE ST PREST,National,48.482619,1.523025,
FENOUILLET,National,43.683955,1.401686,
CONNANTRE,National,48.731532,3.923619,
LOZANNE,National,45.854055,4.68263,
LOZANNE,National,45.854168,4.682685,
ANOULD,National,48.190411,6.950789,
ROQUEFORT (LANDES),National,44.039325,-0.325046,
GIRONDE,National,44.582991,-0.0919539999999999,
VOREY,National,45.183917,3.910845,
COURSAN,National,43.234187,3.051417,
BOUCOIRAN,National,43.99273,4.187544,
JACQUES MONOD LA DEMI LIEUE,National,49.526999,0.185965,
ANSE,National,45.939356,4.719886,
GIEVRES,National,47.278892,1.668136,
GIEVRES,National,47.279034,1.668037,
CANNES LA BOCCA,National,43.549032,6.986338,
CANNES LA BOCCA,National,43.548516,6.98602,
CIRY SERMOISE,National,49.370329,3.467288,
MOUROUX,National,48.81347,3.044047,
PETIT COURONNE,National,49.382214,1.023478,
EMPALOT,National,43.569513,1.427807,
PARIS ST LAZARE,National,48.876647,2.325153,
PARIS ST LAZARE,National,48.87645,2.324001,
PARIS ST LAZARE,National,48.876939,2.326303,
PARIS ST LAZARE,National,48.876526,2.324559,
PARIS ST LAZARE,National,48.876849,2.325698,
HEILLY,National,49.943828,2.540395,
MURET,National,43.463955,1.323644,
ABBARETZ,National,47.555462,-1.524313,
BEAURAINVILLE,National,50.422764,1.895346,
SAALES,National,48.347295,7.110881,
TEILLE,National,48.181389,0.191517,
LA SEYNE SIX FOURS,National,43.116956,5.876768,
MAIZIERES LES METZ,National,49.215549,6.158222,
ETRECHY,National,48.492275,2.193605,
JATXOU,National,43.391035,-1.444737,
BOURAY,National,48.531935,2.289126,
CONFLANS JARNY,National,49.16608,5.878423,
CONFLANS JARNY,National,49.166662,5.868148,
CONFLANS JARNY,National,49.16651,5.868173,
COARRAZE NAY,National,43.181716,-0.2418039999999999,
LOUVRES,National,49.049984,2.502681,
CIVRY ST CLOUD,National,48.065868,1.479387,
PENNE,National,44.376744,0.799117,
PENNE,National,44.379894,0.802761,
HOULGATE,National,49.300023,-0.077176,
MAILLE,National,47.053166,0.583165,
CHASSERADES,National,44.553903,3.839818,
COUDEKERQUE BRANCHE,National,51.016961,2.37559,
COUDEKERQUE BRANCHE,National,51.020177,2.373901,
COMPIEGNE,National,49.422366,2.823823,
ST JEAN DE VERGES,National,43.012207,1.608079,
BRION MONTREAL LA CLUSE,National,46.175691,5.558441,
BRION MONTREAL LA CLUSE,National,46.175693,5.558456,
LA TESTE,National,44.637112,-1.142812,
LES GRESILLONS,National,48.92012,2.314074,
BELFORT MONTBELIARD TGV,National,47.586023,6.898445,
ROSULT,National,50.456479,3.348302,
ST SAVIOL,National,46.147019,0.217825,
CALAIS FRETHUN,National,50.901571,1.811555,
CALAIS FRETHUN,National,50.901607,1.812466,
JONCET,National,42.561539,2.311246,
LABARTHE INARD,National,43.104946,0.851962,
ALIXAN CH ATEAUNEUF D ISERE,National,45.002139,4.988405,
CINQ MARS LA PILE,National,47.345054,0.4604519999999999,
ST ANDRE LE GAZ,National,45.543937,5.524737,
ROCAMADOUR PADIRAC,National,44.81819,1.657471,
LA POSSONNIERE,National,47.371091,-0.69442,
LA POSSONNIERE,National,47.371037,-0.694762,
L HOSPITALET PRES L ANDORRE,National,42.589502,1.800027,
LABENNE,National,43.587071,-1.428787,
SARREBOURG,National,48.738717,7.052269,
SARREBOURG,National,48.738621,7.051728,
SARREBOURG,National,48.738445,7.051941,
WATTIGNIES TEMPLEMARS,National,50.578379,3.051235,
DIEULOUARD,National,48.843829,6.071541,
VILLABE,National,48.592646,2.461828,
LIVRON,National,44.779689,4.830132,
CHAPONVAL,National,49.069128,2.141749,
PONT DU CH ATEAU (FRET),National,45.787752,3.253046,
GOLFE JUAN VALLAURIS,National,43.565967,7.072899,
TRONSANGES,National,47.113127,3.053983,
ST PAUL DE VARAX,National,46.100119,5.128116,
ST AMAND LES EAUX,National,50.445988,3.412495,
ST AMAND LES EAUX,National,50.443655,3.41812,
ST AMAND LES EAUX,National,50.44404,3.416959,
ESCAUDOEUVRES,National,50.192349,3.276362,
PRECY SUR OISE,National,49.203501,2.376953,
LENS,National,50.426978,2.827219,
LENS,National,50.423245,2.834952,
BLANZY,National,46.693993,4.391262,
PONT DE LA DEULE,National,50.397689,3.084947,
ANGOULINS SUR MER,National,46.107947,-1.115624,
ST DIE DES VOSGES,National,48.28212,6.947174,
ST DIE DES VOSGES,National,48.281427,6.950498,
ST DIE DES VOSGES,National,48.281427,6.950498,
ILLFURTH,National,47.676684,7.268794,
STE LEOCADIE,National,42.441308,2.010769,
LA PENNE SUR HUVEAUNE,National,43.284789,5.515554,
TROYES,National,48.267957,4.093255,
TROYES,National,48.26961,4.091768,
TROYES,National,48.295767,4.064918,
LA CHAPELLE SUR LOIRE,National,47.251257,0.218644,
STRASBOURG CRONENBOURG,National,48.597688,7.727923,
STRASBOURG CRONENBOURG,National,48.60057,7.728296,
MONTREUIL BELFROI,National,47.525403,-0.61752,
ST JEAN DE LOSNE,National,47.103189,5.240605,
ST JEAN DE LOSNE,National,47.099933,5.24389,
COURZIEU BRUSSIEU,National,45.749964,4.548054,
PONT D ARDRES,National,50.892093,1.97132,
PORT ST LOUIS DU RHONE,National,43.398914,4.804363,
LISLE SUR TARN,National,43.856997,1.808446,
ACHERES VILLE,National,48.970114,2.077782,
ST AGNAN,National,46.50146,3.879208,
LA CHAPELLE D AMBES,National,45.004963,-0.548423,
VIEILLEVILLE,National,46.088925,1.671711,
VIEILLEVILLE,National,46.091205,1.673569,
AUXERRE ST GERVAIS,National,47.797611,3.585465,
MAZAMET,National,43.497891,2.374807,
VALLORCINE,National,46.032401,6.932884,
DUNKERQUE,National,51.029268,2.36919,6.367260273972603
DUNKERQUE,National,51.034645,2.364679,6.367260273972603
DANNEMARIE,National,47.627642,7.125322,
BELFORT,National,47.631133,6.854826,
BELFORT,National,47.629628,6.855519,
BELFORT,National,47.620787,6.866488,
AIXE SUR VIENNE,National,45.796499,1.145648,
DOMPIERRE SEPT FONS,National,46.526417,3.675343,
CLERAC CHARENTE,National,45.191324,-0.2257889999999999,
REMILLY,National,49.014661,6.394346,
REMILLY,National,49.0148,6.394501,
TOURS,National,47.387921,0.695557,4.599142857142857
TOURS,National,47.388231,0.694722,4.599142857142857
TOURS,National,47.388439,0.695193,4.599142857142857
PLECH ATEL,National,47.872054,-1.776537,
CHAULNES,National,49.807043,2.802085,
CHAULNES,National,49.807338,2.801276,
VOUJEAUCOURT,National,47.478945,6.770008,
TREMENTINES,National,47.135038,-0.808657,
LA CRECHE,National,46.360523,-0.296227,
MONTVILLE,National,49.551207,1.069875,
LORRAINE TGV,National,48.947996,6.173286,
LIZY SUR OURCQ,National,49.021792,3.031865,
MANTES LA JOLIE,National,48.989085,1.703093,
MANTES LA JOLIE,National,48.989441,1.703122,
MANTES LA JOLIE,National,48.989418,1.703939,
ST NAZAIRE,National,47.286764,-2.211325,
ST NAZAIRE,National,47.286764,-2.211325,
TRIEL SUR SEINE,National,48.980926,2.006152,
ROSIERES AUX SALINES,National,48.605106,6.350779,
ROSIERES AUX SALINES,National,48.60534,6.350396,
CH ATEAU DU LOIR,National,47.683149,0.41497,
CH ATEAU DU LOIR,National,47.682955,0.415046,
PONT DU GARIGLIANO HOPITAL GEORGES POMPIDOU,National,48.839151,2.27048,
HELLEMMES,National,50.622874,3.11626,
BEAU MARAIS,National,50.945374,1.899167,
FLERS,National,48.744326,-0.573534,
BALAGNY ST EPIN,National,49.294257,2.344247,
ST ETIENNE CARNOT,National,45.446731,4.384775,
LA ROCHEFOUCAULD,National,45.740242,0.389845,
LA CHAPELLE CENTRE,National,47.295746,-1.548428,
LA CHAPELLE CENTRE,National,47.297809,-1.548008,
ITXASSOU,National,43.324083,-1.395309,
MASSY VERRIERES,National,48.734855,2.273584,
DRAP CANTARON,National,43.75988,7.316939,
MOREUIL,National,49.777092,2.475454,
PLERGUER,National,48.531484,-1.850554,
ATHIES SOUS LAON,National,49.577692,3.680611,
LENTILLY CHARPENAY,National,45.816528,4.682268,
LAMOTTE BREUIL,National,49.405156,2.998273,
TRELAZE,National,47.452849,-0.4695679999999999,
LA RICAMARIE,National,45.403198,4.35768,
PEREIRE LEVALLOIS,National,48.885272,2.297973,
PEREIRE LEVALLOIS,National,48.885307,2.297946,
GIEN,National,47.698879,2.636757,
GIEN,National,47.698879,2.636757,
GIEN,National,47.698879,2.636757,
ST GERMAIN DES FOSSES,National,46.209012,3.430508,
CAVIGNAC,National,45.105286,-0.382083,
CAVIGNAC,National,45.105294,-0.382089,
BRESSUIRE,National,46.838172,-0.496369,
BRESSUIRE,National,46.838198,-0.49619,
PONT REMY,National,50.047245,1.898939,
ST GAUDENS,National,43.104712,0.728632,
MOUCHARD,National,46.97577,5.800378,
MOUCHARD,National,46.976681,5.800839,
MIRIBEL,National,45.821817,4.953756,
ORS,National,50.103077,3.626654,
SELLES SUR CHER,National,47.281888,1.546144,
MONNERVILLE,National,48.347252,2.03102,
ANNECY,National,45.902211,6.121833,7.897464788732394
LAMANON,National,43.699973,5.091458,
DUPPIGHEIM,National,48.544043,7.587072,
BASE AERIENNE,National,47.320087,1.681942,
CORREZE,National,45.328766,1.879639,
TOURVILLE,National,49.324555,1.09851,
CAMBRAI,National,50.175742,3.243769,
PARIS GARE DE LYON SOUTERRAIN,National,48.844312,2.375645,
PARIS GARE DE LYON SOUTERRAIN,National,48.844142,2.373998,
CARANTILLY MARIGNY,National,49.067875,-1.244517,
MONTAUBAN DE BRETAGNE,National,48.190038,-2.052807,
ALLASSAC,National,45.259162,1.472903,
TULLINS FURES,National,45.300877,5.492336,
GIVORS CANAL,National,45.596027,4.771771,
GIVORS CANAL,National,45.596071,4.772601,
GIVORS CANAL,National,45.596068,4.772375,
MONTEREAU,National,48.380075,2.93489,
MONTEREAU,National,48.380063,2.936173,
MONTEREAU,National,48.379776,2.941287,
ST ANTOINE DE BREUILH,National,44.846694,0.151864,
AVIGNON TGV,National,43.921852,4.785989,10.312278481012658
ENGENVILLE,National,48.23636,2.237897,
BOISSEAUX,National,48.255307,1.972592,
MEYRARGUES,National,43.64408,5.539284,
ST MICHEL NOTRE DAME,National,48.853002,2.346963,
LUDON,National,44.974324,-0.611769,
COLMAR,National,48.073172,7.346943,
COLMAR,National,48.072706,7.346746,
COLMAR,National,48.07531,7.349087,
LIART,National,49.77036,4.335392,
LUX,National,47.487873,5.203728,
HERRLISHEIM PRES COLMAR,National,48.017581,7.320826,
MONTPON MENESTEROL,National,45.006217,0.159395,
MONTBARD,National,47.61865,4.335235,
ST ETIENNE LA TERRASSE,National,45.464735,4.379503,
MOUTIERS SALINS BRIDES LES BAINS,National,45.48649,6.531549,
AVESNES,National,50.12651,3.933692,
NOVILLARS,National,47.283962,6.132815,
MERU,National,49.23248,2.132319,
GUETHARY,National,43.425327,-1.609869,
HUNDLING,National,49.10657,6.977467,
SARREBOURG,National,48.738717,7.052269,
SARREBOURG,National,48.738621,7.051728,
SARREBOURG,National,48.738445,7.051941,
GONFARON,National,43.317125,6.281841,
GERTWILLER,National,48.413336,7.466355,
CAP MARTIN ROQUEBRUNE,National,43.760349,7.456406,
ROZIERES SUR MOUZON,National,48.120908,5.705525,
ROEUX,National,50.303531,2.894663,
AIMARGUES,National,43.678651,4.208742,
ARTONGES,National,48.926599,3.542344,
PARC DES EXPOSITIONS,National,48.97332,2.51436,
WISSEMBOURG,National,49.031479,7.950535,
THIVIERS,National,45.40872,0.916122,
THIVIERS,National,45.418975,0.921287,
KEDANGE,National,49.305706,6.332346,
DORDIVES,National,48.147316,2.762536,
DIJON VILLE,National,47.323016,5.027143,6.151142857142857
DIJON VILLE,National,47.293824,5.047449,6.151142857142857
DIJON VILLE,National,47.307934,5.031277,6.151142857142857
DIJON VILLE,National,47.320369,5.031082,6.151142857142857
HANGEST,National,49.982135,2.066574,
CARNOLES,National,43.761197,7.480839,
ST VINCENT DE TYROSSE,National,43.657646,-1.30642,
SURESNES MONT VALERIEN,National,48.871684,2.221062,
ALLENC,National,44.541521,3.66413,
VERTAIZON,National,45.78464,3.288416,
LIBERCOURT,National,50.479552,3.008776,
ORGERES,National,48.145744,1.679215,
MONTAIGUT,National,46.136893,1.73397,
ST PIERRE EN FAUCIGNY,National,46.059221,6.375818,
COLLEVILLE STE HELENE,National,49.747881,0.453481,
PONTAILLER SUR SAONE,National,47.313337,5.40726,
ARLES,National,43.683705,4.632542,
CHAMONIX AIGUILLE DU MIDI,National,45.919831,6.866775,
BOUFFEMONT MOISSELLES,National,49.04519,2.322968,
ALBIGNY NEUVILLE,National,45.874769,4.832699,
CAUDIES,National,42.81064,2.37308,
SCHWINDRATZHEIM,National,48.753584,7.600678,
DOCELLES CHENIMENIL,National,48.143544,6.610526,
LONGUERUE VIEUX MANOIR,National,49.556788,1.276734,
HAGONDANGE,National,49.253527,6.163957,
HAGONDANGE,National,49.255309,6.164237,
SOMAIN,National,50.355397,3.279705,
SOMAIN,National,50.35444,3.272913,
SOMAIN,National,50.355507,3.278973,
MESSEIN,National,48.613,6.137641,
ST CYR LES LECQUES LA CADIERE,National,43.185367,5.703753,
CHAUFFAILLES,National,46.207421,4.345647,
LATOUR DE CAROL ENVEITG,National,42.458144,1.905859,
LATOUR DE CAROL ENVEITG,National,42.458916,1.904436,
LE CATEAU,National,50.091261,3.540412,
BASSENS,National,44.901397,-0.522441,
BASSENS,National,44.901152,-0.522309,
ORLEANS,National,47.908154,1.90476,
VILLEFRANCHE SUR MER,National,43.706959,7.314225,
SOLLIES PONT,National,43.19219,6.04666,
SEVRES VILLE D AVRAY,National,48.827412,2.200787,
ST YORRE,National,46.061784,3.461065,
COULANGES SUR YONNE,National,47.527018,3.547286,
POMPADOUR MAISONS ALFORT,National,48.789377,2.431871,
CORCY,National,49.255393,3.216285,
GRAMAT,National,44.773469,1.722316,
REUILLY,National,47.089612,2.04697,
LA JONCHERE,National,45.995473,1.482237,
MONTPELLIER ST ROCH,National,43.606091,3.882758,
CHAUGEY,National,47.087644,5.255037,
SUIPPES,National,49.120064,4.543217,
ST FLORENTIN VERGIGNY,National,47.980898,3.730869,
ST FLORENTIN VERGIGNY,National,47.980202,3.729929,
ST FLORENTIN VERGIGNY,National,47.980411,3.730961,
MEZIN,National,44.059285,0.248975,
RIA,National,42.603234,2.390484,
ST DIE DES VOSGES,National,48.28212,6.947174,
ST DIE DES VOSGES,National,48.281427,6.950498,
ST DIE DES VOSGES,National,48.281427,6.950498,
MAUZAC,National,44.855764,0.789985,
ERMONT EAUBONNE,National,48.980876,2.270063,
ERMONT EAUBONNE,National,48.980561,2.275197,
ERMONT EAUBONNE,National,48.980825,2.271236,
VALENTON,National,48.759033,2.458904,
CORBIGNY,National,47.254892,3.677185,
DIVES CABOURG,National,49.286573,-0.107684,
CHEVREMONT,National,47.621693,6.921711,
ST JEAN D ANGELY,National,45.940791,-0.509742,
BRIGNOUD,National,45.262499,5.901325,
BREIL SUR ROYA,National,43.941946,7.514374,
BREIL SUR ROYA,National,43.944432,7.516574,
MONT DE MARSAN,National,43.884704,-0.504122,
MONT DE MARSAN,National,43.884704,-0.504121,
ILLE SUR TET,National,42.668211,2.624213,
BERRE,National,43.500931,5.179102,
BAS EVETTE,National,47.681396,6.80568,
BAS EVETTE,National,47.681204,6.807402,
ETAINHUS ST ROMAIN,National,49.560599,0.330423,
OBERMODERN,National,48.842067,7.547135,
OBERMODERN,National,48.842508,7.547028,
FONTAINEBLEAU AVON,National,48.417464,2.7272,
SORCY,National,48.71756,5.669522,
PORT DE PILES,National,47.010262,0.598668,
VIF,National,45.047843,5.684607,
VILLENEUVE TRIAGE,National,48.745461,2.438468,
MOULINS SUR YEVRE,National,47.082528,2.517275,
VIGNEUX SUR SEINE,National,48.708429,2.414485,
PAUL EMILE VICTOR,National,46.742616,5.91981,
MITRY CLAYE,National,48.975754,2.642349,
EVRY COURCOURONNES,National,48.625978,2.429374,
BOISSY L AILLERIE,National,49.07581,2.024992,
JOIGNY SUR MEUSE,National,49.833048,4.767798,
CH ATEL NOMEXY,National,48.307126,6.38754,
DIEMERINGEN,National,48.940832,7.184734,
DIEMERINGEN,National,48.94097,7.185182,
GRIGNY CENTRE,National,48.651198,2.394129,
ODEREN,National,47.911834,6.973584,
MONTESCOURT,National,49.73809,3.251937,
NOISY LE SEC,National,48.896629,2.460538,
NOISY LE SEC,National,48.89675,2.459922,
LOOS LEZ LILLE,National,50.61274,3.016581,
CHANTONNAY,National,46.68979,-1.054574,
CHANTONNAY,National,46.689994,-1.054627,
ST PIERRE DE CHIGNAC,National,45.123471,0.857081,
CERNAY,National,48.985516,2.256114,
CERNAY,National,47.801736,7.173925,
LE TEICH,National,44.63235,-1.025608,
BUZANCAIS,National,46.88487,1.418412,
BUZANCAIS,National,46.888144,1.416598,
LES LACS,National,48.109082,-1.322347,
VIROFLAY RIVE GAUCHE,National,48.800574,2.17152,
VIROFLAY RIVE GAUCHE,National,48.800705,2.1711,
AIGUEPERSE,National,46.014744,3.198198,
LE MONASTIER,National,44.508907,3.252222,
LE MONASTIER,National,44.506372,3.251317,
COLMAR ST JOSEPH,National,48.081831,7.344999,
VITRY SUR SEINE,National,48.798814,2.403549,
BANASSAC LA CANOURGUE,National,44.447564,3.196254,
LISIEUX,National,49.138338,0.2304809999999999,
LISIEUX,National,49.13876,0.231548,
PARIS ST LAZARE,National,48.876647,2.325153,
PARIS ST LAZARE,National,48.87645,2.324001,
PARIS ST LAZARE,National,48.876939,2.326303,
PARIS ST LAZARE,National,48.876526,2.324559,
PARIS ST LAZARE,National,48.876849,2.325698,
PIERREFITE STAINS TT,National,48.960071,2.367366,
RIMAUCOURT,National,48.263858,5.332839,
BUIRE SUR L ANCRE,National,49.965142,2.599456,
VOLVIC,National,45.86473,3.003425,
VOLVIC,National,45.867776,2.998679,
FEIGNIES,National,50.3062,3.922119,
HOMBOURG HAUT,National,49.126157,6.774298,
CHEPY VALINES,National,50.068273,1.635878,
SAVERDUN,National,43.239379,1.570694,
AUBOUE,National,49.21595,5.970192,
LUXEUIL LES BAINS,National,47.815056,6.372354,
MONSEMPRON LIBOS,National,44.486516,0.941246,
MONSEMPRON LIBOS,National,44.488112,0.943445,
CHASSENEUIL (VIENNE),National,46.651917,0.372901,
NICE VILLE,National,43.704793,7.261742,10.250555555555556
BEUVRAGES,National,50.389514,3.505855,
BEUVRAGES,National,50.391016,3.505607,
CH ATEAU RENAULT,National,47.587833,0.901441,
MAISONS LAFFITTE,National,48.945584,2.144735,
ST LOUBES,National,44.922354,-0.432914,
ANCHAMPS,National,49.930765,4.669914,
IWUY,National,50.226268,3.33042,
VILLENEUVE L ARCHEVEQUE,National,48.238417,3.547526,
PERPIGNAN,National,42.696215,2.87935,11.164657534246576
SAUJON,National,45.66696,-0.93042,
THIAVILLE,National,48.413727,6.810414,
ROPPENHEIM,National,48.851227,8.062359,
ROPPENHEIM,National,48.849609,8.059807,
LA GRAVE D AMBARES GARE INFERIEURE,National,44.935855,-0.477056,
BAYEUX,National,49.269581,-0.698301,
THOMERY,National,48.394402,2.762319,
GRASSE,National,43.654322,6.927539,
SAVENAY,National,47.358398,-1.951077,
SAVENAY,National,47.360103,-1.955748,
PROVINS,National,48.555617,3.303074,
FRANCHEVILLE,National,45.731708,4.770411,
MARLY LE ROI,National,48.871454,2.096708,
LA BASSEE,National,50.527466,2.804054,
MIRAMAS,National,43.580979,4.998793,
MIRAMAS,National,43.580922,4.999642,
MIRAMAS,National,43.580925,4.999683,
MANTES STATION,National,48.98336,1.715737,
MANTES STATION,National,48.983489,1.715784,
NANTES,National,47.216569,-1.544075,9.980728476821191
NANTES,National,47.216454,-1.54423,9.980728476821191
NANTES,National,47.226239,-1.518766,9.980728476821191
GARCHIZY,National,47.042982,3.086003,
ST GERMAIN AU MONT D OR,National,45.88854,4.804519,
THOUARE,National,47.265087,-1.441041,
MONTDIDIER,National,49.641782,2.563895,
MONTDIDIER,National,49.6412,2.561748,
VIRIEU SUR BOURBRE,National,45.491252,5.471452,
BENING,National,49.138234,6.82857,
BENING,National,49.138502,6.827859,
KALHAUSEN,National,49.034685,7.124716,
KALHAUSEN,National,49.035311,7.12525,
AURAY,National,47.680247,-2.999609,
ENTRAINS,National,47.46467,3.261173,
VOLVIC,National,45.86473,3.003425,
VOLVIC,National,45.867776,2.998679,
ETAIS (GS),National,47.498667,3.344528,
VILLERS BRETONNEUX,National,49.862629,2.521583,
SALAISE,National,45.337314,4.802216,
VERNEUIL SUR VIENNE,National,45.837854,1.11272,
NAINTRE LES BARRES,National,46.759416,0.4961889999999999,
LES FLACHERES,National,45.777274,4.754091,
BIOT,National,43.612379,7.12705,
CHARLEVILLE MEZIERES,National,49.768366,4.725629,
AUBAGNE,National,43.296217,5.566716,
VAUX SOUS AUBIGNY,National,47.657497,5.293663,
ST CHERON,National,48.551092,2.125736,
MAYET,National,47.760085,0.265938,
VILLENEUVE SUR YONNE,National,48.086091,3.286347,
CONCARNEAU,National,47.877754,-3.920653,
HAGONDANGE,National,49.253527,6.163957,
HAGONDANGE,National,49.255309,6.164237,
JESSAINS,National,48.284561,4.583272,
VIVIERS DU LAC,National,45.648551,5.903286,
BUZANCAIS,National,46.88487,1.418412,
BUZANCAIS,National,46.888144,1.416598,
ABLON,National,48.723963,2.417932,
LEZIGNAN LA CEBE,National,43.494151,3.435022,
VAULRY,National,46.024766,1.109088,
LE HAVRE GRAVILLE,National,49.499771,0.160872,
LE HAVRE GRAVILLE,National,49.499902,0.161551,
STADE DE FRANCE ST DENIS,National,48.91864,2.349773,
MONTLUCON EAU,National,46.361685,2.591964,
CLAMECY,National,47.46674,3.520597,
CLAMECY,National,47.46499,3.518568,
DANNES CAMIERS,National,50.576256,1.614867,
LA FOREST,National,48.42635,-4.307191,
LA CELLE ST CLOUD,National,48.842665,2.138194,
MALESHERBES,National,48.29341,2.400994,
EPONE MEZIERES,National,48.963436,1.811202,
EPONE MEZIERES,National,48.96326,1.808549,
BEDARIEUX,National,43.608614,3.149679,
BEDARIEUX,National,43.605074,3.147607,
BAILLEUL SIR BERTHOULT,National,50.334484,2.840839,
LEZENNES,National,50.620549,3.099676,
LEZENNES,National,50.620393,3.098512,
VALENCIENNES,National,50.364607,3.517356,
VALENCIENNES,National,50.362305,3.515633,
VALENCIENNES,National,50.365965,3.518515,
CUERS PIERREFEU,National,43.23636,6.085668,
HABSHEIM,National,47.737708,7.418284,
CAHORS,National,44.448526,1.43289,
ST MAUR SUR INDRE,National,46.802699,1.627111,
ST SENOUX PLECH ATEL,National,47.897877,-1.766135,
LISIEUX,National,49.138338,0.2304809999999999,
LISIEUX,National,49.13876,0.231548,
ST FLORENTIN VERGIGNY,National,47.980898,3.730869,
ST FLORENTIN VERGIGNY,National,47.980202,3.729929,
ST FLORENTIN VERGIGNY,National,47.980411,3.730961,
TULLE,National,45.25794,1.757424,
FONTAINES MERCUREY,National,46.851203,4.775235,
GOUSSAINVILLE,National,49.024353,2.464145,
LARDY,National,48.519965,2.253571,
MONTLAUR,National,43.474744,1.578729,
ST RAPHAEL VALESCURE,National,43.423667,6.76924,
BRETEUIL EMBRANCHEMENT,National,49.62668,2.384231,
LES FONTINETTES,National,50.940584,1.849961,
LES FONTINETTES,National,50.941683,1.848657,
ST POURCAIN SUR SIOULE,National,46.305035,3.299086,
LE VALDAHON,National,47.149817,6.34238,
LANCEY,National,45.234537,5.880868,
VALLEIRY,National,46.109427,5.967004,
BELLEVILLE,National,48.819425,6.101709,
CALAIS FRETHUN,National,50.901571,1.811555,
CALAIS FRETHUN,National,50.901607,1.812466,
LIVERDUN,National,48.749287,6.061794,
ALENCON,National,48.43394,0.099146,
ALENCON,National,48.437735,0.0983,
ALENCON,National,48.439358,0.098203,
BEUZEVILLE (EURE),National,49.340842,0.351768,
LE THOR,National,43.926346,4.99631,
KRUTH,National,47.923391,6.969473,
NAMPS QUEVAUVILLERS,National,49.808146,2.105281,
NIVERSAC,National,45.138386,0.808308,
LARCHE,National,45.132083,1.416151,
DUGNY LA COURNEUVE TT,National,48.943718,2.411335,
MAROMME,National,49.479951,1.050813,
SOUPPES CH ATEAU LANDON,National,48.181785,2.735014,
MENNECY,National,48.571133,2.433268,
VEYNES DEVOLUY,National,44.531641,5.815249,
VEYNES DEVOLUY,National,44.531879,5.815941,
CERONS,National,44.632159,-0.34083,
ST LEONARD,National,48.216827,6.941311,
ST LEONARD,National,48.216581,6.941556,
SEZANNE,National,48.714433,3.728419,
SEZANNE,National,48.714728,3.728942,
ESTRESSIN,National,45.540214,4.868164,
UCHAUD,National,43.757979,4.267365,
MONTBARTIER,National,43.924148,1.264497,
THONON LES BAINS,National,46.369193,6.482719,
LE MOLAY LITTRY,National,49.249208,-0.881589,
PONT DE LIGNON,National,45.259813,4.137457,
ROUNTZENHEIM,National,48.820446,8.011782,
MUIZON,National,49.278214,3.891856,
BAILLARGUES,National,43.653139,4.006768,
NEUVIC,National,45.099838,0.445212,
ST DIZIER,National,48.641754,4.951079,
ST DIZIER,National,48.642858,4.946931,
ST GERMAIN EN LAYE BEL AIR FOURQUEUX,National,48.894567,2.069813,
DOUZILLAC,National,45.079332,0.417068,
ROUEN ORLEANS,National,49.436993,1.074968,
WATTEN EPERLECQUES,National,50.82579,2.207773,
MORRE,National,47.225822,6.067526,
MONTRICHARD,National,47.343805,1.171806,
VILLENEUVE LA GUYARD,National,48.342989,3.070453,
ST GERMAIN EN LAYE GRANDE CEINTURE,National,48.903592,2.072918,
SAULIEU,National,47.283046,4.235869,
MEAUX,National,48.956833,2.873404,
BRETENOUX BIARS,National,44.927532,1.844128,
BUEIL,National,48.925094,1.443791,
BUEIL,National,48.925257,1.443549,
MONTFAVET,National,43.932529,4.874,
CHAGNY,National,46.906917,4.748513,
CHAGNY,National,46.907249,4.749324,
CHAGNY,National,46.907487,4.748453,
MASSERET,National,45.536688,1.541344,
LES QUATRE ROUTES,National,44.997667,1.643742,
ST QUENTIN EN YVELINES,National,48.787785,2.044976,
ST QUENTIN EN YVELINES,National,48.787366,2.044366,
