LIBELLE,SERVICE,latitude,longitude,retard_moyen
LAROQUEBROU,National,44.964073,2.192861,
ST GERMAIN LES BELLES,National,45.610259,1.479393,
PLOUNERIN,National,48.581305,-3.569159,
VIAS,National,43.316073,3.425535,
VIAS,National,43.31921,3.427679,
VIAS,National,43.315676,3.426001,
PONT DE RUNGIS AEROPORT D ORLY,National,48.747126,2.369708,
PONT DE RUNGIS AEROPORT D ORLY,National,48.747699,2.371924,
COLOMIERS,National,43.603449,1.334473,
ARBANATS,National,44.674321,-0.395514,
PONT AUDEMER,National,49.351997,0.514642,
CHEDDE,National,45.92632,6.719875,
LEVAL,National,50.184742,3.836287,
ST MICHEL SUR MEURTHE,National,48.326816,6.888269,
VIVOIN BEAUMONT,National,48.230199,0.144909,
LA COQUILLE,National,45.540693,0.974416,
ST CLOUD,National,48.845207,2.217269,
ST CLOUD,National,48.84049,2.209984,
POISSY,National,48.933188,2.041008,
BONDY,National,48.894395,2.477293,
BONDY,National,48.893901,2.478714,
CH ATEAUBRIANT TRAM TRAIN,National,47.717484,-1.371273,
MESSEMPRE,National,49.67684,5.164128,
REMIREMONT,National,48.016831,6.598352,
MORET VENEUX LES SABLONS,National,48.378969,2.797935,
MORET VENEUX LES SABLONS,National,48.378091,2.799312,
PONT DE CLAIX,National,45.124557,5.700138,
NOGENT LE PERREUX,National,48.838608,2.494108,
CERCOTTES,National,47.985486,1.884867,
ST RAMBERT D ALBON,National,45.297988,4.810325,
ST RAMBERT D ALBON,National,45.297928,4.81054,
ST RAMBERT D ALBON,National,45.299813,4.809705,
ALOUETTE FRANCE,National,44.793325,-0.659797,
BOUTHEON,National,45.52464,4.277764,
MARVEJOLS,National,44.54467,3.281143,
LA VERPILLIERE,National,45.627157,5.151627,
DACHSTEIN,National,48.542744,7.532651,
MONT ST MARTIN,National,49.534861,5.786127,
FUTUROSCOPE,National,46.669824,0.378103,
VALMONDOIS,National,49.091565,2.20199,
COUZE,National,44.836411,0.70398,
EPINAY VILLETANEUSE,National,48.95906,2.327104,
EPINAY VILLETANEUSE,National,48.957962,2.328533,
PUYBRUN,National,44.921717,1.784263,
POMPADOUR,National,45.395193,1.38723,
VIC LE COMTE,National,45.664928,3.206926,
LA BARRE ORMESSON,National,48.966872,2.315825,
GERARD,National,48.142983,-1.247911,
CIZE BOLOZON,National,46.213661,5.45375,
PRADES MOLITG LES BAINS,National,42.61705,2.429418,
LENS,National,50.426978,2.827219,
LENS,National,50.423245,2.834952,
COURTALAIN ST PELLERIN,National,48.073565,1.12683,
SELESTAT,National,48.260654,7.442441,
SELESTAT,National,48.260443,7.442243999999999,
SELESTAT,National,48.261271,7.443066,
AX LES THERMES,National,42.724771,1.833467,
ST OMER,National,50.753964,2.267119,
GUILLAUCOURT,National,49.845006,2.63482,
LES BOULLEREAUX CHAMPIGNY,National,48.824798,2.511981,
PROUVY THIANT,National,50.316254,3.459327,
PROUVY THIANT,National,50.316959,3.461415,
SCHILTIGHEIM,National,48.608844,7.739602,
MONTBRISON,National,45.604534,4.078543,
DOMMARTIN REMIENCOURT,National,49.800066,2.392938,
NONANT LE PIN,National,48.703757,0.219879,
KESKASTEL,National,48.965394,7.049042,
VILLEFRANCHE DU PERIGORD,National,44.626952,1.04916,
CHAZAY MARCILLY,National,45.873105,4.725382,
ST HILAIRE DE CHALEONS,National,47.106326,-1.866929,
ST HILAIRE DE CHALEONS,National,47.106324,-1.866934,
ST HILAIRE DE CHALEONS,National,47.106324,-1.866934,
COUZON AU MONT D OR,National,45.848677,4.829285,
SAVIGNY LE TEMPLE NANDY,National,48.597037,2.583525,
LOIVRE,National,49.345903,3.990653,
ST DENIS DES MURS,National,45.789077,1.551115,
GOURLAND,National,48.561111,-3.166769,
PAGNY SUR MOSELLE,National,48.985695,6.025819,
PAGNY SUR MOSELLE,National,48.985103,6.025498,
CLION SUR SEUGNE,National,45.478514,-0.502132,
CASTELNAU D ESTRETEFONDS,National,43.786996,1.340794,
PONT DE L ARCHE,National,49.316911,1.15966,
PONT DE L ARCHE,National,49.317006,1.16052,
GIEN,National,47.698879,2.636757,
GIEN,National,47.698879,2.636757,
GIEN,National,47.698879,2.636757,
LE MANS,National,47.994963,0.1937379999999999,6.857222222222222
LE MANS,National,47.995019,0.194091,6.857222222222222
LES SABLES D OLONNE,National,46.500181,-1.781633,
TROYES,National,48.267957,4.093255,
TROYES,National,48.26961,4.091768,
TROYES,National,48.295767,4.064918,
FEUQUEROLLES,National,50.064826,1.605334,
ST PRIEST,National,45.686199,4.935082,
LOUDEAC,National,48.180226,-2.763077,
BAVAY,National,50.296909,3.780555,
BAVAY,National,50.296732,3.780442,
TOURCOING,National,50.71667,3.168344,9.393513513513513
ST GERMAIN DU PUY,National,47.096322,2.484452,
ST GERMAIN DU PUY,National,47.096447,2.484637,
HATRIZE,National,49.192554,5.906485,
KERHUON,National,48.409605,-4.388233,
PONTCHAILLOU,National,48.118264,-1.691801,
PORTETS,National,44.692925,-0.425408,
BOURG EN BRESSE,National,46.195743,5.216141,
BOURG EN BRESSE,National,46.199483,5.214998,
BOURG EN BRESSE,National,46.195727,5.216111,
BOURG EN BRESSE,National,46.20046,5.214556,
BOURG EN BRESSE,National,46.202258,5.214057,
ST ROME DE CERNON,National,44.013993,2.967445,
STEENBECQUE,National,50.68056,2.509874,
RAZAC,National,45.166062,0.599373,
DARSAC,National,45.142809,3.734538,
DARSAC,National,45.141596,3.737881,
MONTMORILLON,National,46.417365,0.873793,
PONTOISE,National,49.045569,2.101953,
PONTOISE,National,49.046725,2.09559,
TRIE CH ATEAU,National,49.282656,1.818144,
JUZIERS,National,48.992207,1.845818,
ST AUBIN SUR SCIE,National,49.870788,1.066577,
DIE,National,44.758378,5.36258,
DAOURS,National,49.899552,2.459622,
ANGERS ST SERGE,National,47.498795,-0.523059,
MONTBIZOT,National,48.15133,0.190915,
PENTHIEVRE,National,47.557783,-3.133099,
GILLEY,National,47.050319,6.492516,
ARGENTEUIL GC,National,48.948734,2.258358,
LABOUHEYRE,National,44.210587,-0.921093,
AVOUDREY,National,47.129814,6.434681,
LA MADELEINE,National,50.660751,3.072112,
LA MADELEINE,National,50.660647,3.061333,
MENTON,National,43.773816,7.492433,
BEZIERS,National,43.336017,3.219571,
LA HAIE FOUASSIERE,National,47.161487,-1.392253,
MASSY PALAISEAU,National,48.723509,2.254682,
MASSY PALAISEAU,National,48.729877,2.263746,
MONT LOUIS LA CABANASSE,National,42.501964,2.113228,
BLANGY SUR TERNOISE,National,50.424723,2.172197,
PORT SEC DE PACY,National,47.779117,4.107603,
NOUAN LE FUZELIER,National,47.536535,2.032487,
GAURIAGUET,National,45.054523,-0.399167,
VERNOUILLET VERNEUIL,National,48.981368,1.983107,
PARIS AUSTERLITZ SOUTERRAIN,National,48.840495,2.367038,
PARIS AUSTERLITZ SOUTERRAIN,National,48.840495,2.367038,
CHAMPS ST BRIS,National,47.738623,3.6037,
GRAVENCHON PORT JEROME,National,49.483981,0.558862,
NUISEMENT,National,48.879904,4.309547,
BOUCHAIN,National,50.278037,3.331898,
EBERSVILLER,National,49.27476,6.411342,
BEAUTIRAN,National,44.701046,-0.450041,
PERIGUEUX ST GEORGES,National,45.178326,0.733659,
VENISSIEUX,National,45.704812,4.8889,
VIREUX MOLHAIN,National,50.083458,4.723151,
LA CRAU,National,43.144872,6.068743,
LIMOGES MONTJOVIS,National,45.838438,1.251597,
LIMOGES MONTJOVIS,National,45.838438,1.251597,
NUITS ST GEORGES,National,47.130374,4.956243,
GIVORS CANAL,National,45.596027,4.771771,
GIVORS CANAL,National,45.596071,4.772601,
GIVORS CANAL,National,45.596068,4.772375,
BAS MONISTROL,National,45.297211,4.139526,
BREBIERES SUD,National,50.336298,3.013715,
ORGON,National,43.785728,5.045609,
CH ATEAUNEUF SUR CHARENTE,National,45.599862,-0.0501419999999999,
VERSAILLES CHANTIERS,National,48.795404,2.13706,
VERSAILLES CHANTIERS,National,48.795515,2.136153,
SURGERES,National,46.113352,-0.762033,
VOUZIERS,National,49.389482,4.705851,
ST MARTIN DU MONT,National,46.095865,5.303176,
HARGICOURT PIERREPONT,National,49.713654,2.531831,
BUSSY LETTREE VATRY,National,48.808458,4.248053,
MONTOIRE SUR LE LOIR,National,47.758066,0.869811,
VENDOME,National,47.802032,1.067141,
VENDOME,National,47.80266,1.071443,
STRASBOURG VILLE,National,48.58287,7.731595,
STRASBOURG VILLE,National,48.58287,7.731595,
STRASBOURG VILLE,National,48.585063,7.734259,
STRASBOURG VILLE,National,48.58287,7.731595,
ARC ET SENANS,National,47.030272,5.776756,
ARC ET SENANS,National,47.031478,5.77548,
JAUNAY CLAN,National,46.681981,0.381854,
BAINVILLE SUR MADON,National,48.585995,6.099541,
VENISSIEUX NORD,National,45.695887,4.910924,
SAULNES,National,49.531453,5.829187,
SEZANNE,National,48.714433,3.728419,
SEZANNE,National,48.714728,3.728942,
CORPS NUDS,National,47.98516,-1.575345,
PANTIN,National,48.898082,2.400434,
GRESY SUR AIX,National,45.724134,5.921914,
ENTZHEIM,National,48.547177,7.629369,
GRAND QUEVILLY,National,49.411984,1.03704,
GRAND QUEVILLY,National,49.412128,1.037444,
ETAMPES,National,48.436122,2.157743,
MONTBRE,National,49.193648,4.038905,
CHAMPAGNEY,National,47.703109,6.701656,
CHAMPBENOIST POIGNY,National,48.545487,3.287148,
MARIENTHAL,National,48.781841,7.823623,
BRUNEMONT,National,50.278141,3.146083,
LOUVROIL,National,50.268065,3.952937,
ETAIN,National,49.207572,5.639776,
FOLLIGNY,National,48.830493,-1.408494,
FOLLIGNY,National,48.829595,-1.407073,
PONTFAVERGER,National,49.302477,4.32014,
BRIVE LA GAILLARDE,National,45.152124,1.528413,
MENARS,National,47.64503,1.405641,
AMILLY OUERRAY,National,48.438301,1.389245,
ST JUST EN CHAUSSEE,National,49.503981,2.429367,
LA FERTE MILON,National,49.179602,3.120823,
KURTZENHOUSE,National,48.741888,7.81336,
HENDAYE,National,43.353339,-1.782112,
MOMMENHEIM,National,48.755516,7.642683,
MOMMENHEIM,National,48.755671,7.642508,
MISEREY SALINES,National,47.285821,5.963636,
LA VILLE GOZET,National,46.349941,2.591874,
LA VILLE GOZET,National,46.34979,2.591782,
DERCY FROIDMONT,National,49.702636,3.692041,
VITRY EN ARTOIS,National,50.32717,2.980608,
TERRENOIRE,National,45.435003,4.442504,
CHAGNY,National,46.906917,4.748513,
CHAGNY,National,46.907249,4.749324,
CHAGNY,National,46.907487,4.748453,
ANOR,National,49.984989,4.09289,
ANOR,National,49.98484,4.093249,
VILLEFRANCHE SUR SAONE,National,45.984561,4.721077,
GALLIENI CANCEROPOLE,National,43.572133,1.420202,
TARASCON,National,43.800625,4.657613,
TARASCON,National,43.801276,4.657792,
TARASCON,National,43.801276,4.657792,
DOMPIERRE,National,50.146209,3.871448,
BADAN,National,45.601838,4.780173,
BADAN,National,45.602728,4.784169,
BULLY GRENAY,National,50.44852,2.733455,
YERRES,National,48.706174,2.481358,
AUBIGNY EN ARTOIS,National,50.353077,2.592784,
BOURNEZEAU,National,46.651489,-1.177611,
LA BASTIDE ST LAURENT LES BAINS,National,44.592678,3.903832,
LA BASTIDE ST LAURENT LES BAINS,National,44.593377,3.903945,
CEILHES ROQUEREDONDE,National,43.812139,3.155163,
BOLBEC NOINTOT,National,49.591609,0.484987,
ST EMILION,National,44.881121,-0.1591569999999999,
ST MAURICE DE BEYNOST,National,45.82726,4.976804,
QUESTEMBERT,National,47.683185,-2.449621,
TOUL,National,48.678414,5.877058,
TOUL,National,48.680626,5.885078,
TOUL,National,48.67905,5.87945,
VIVONNE,National,46.426483,0.2651339999999999,
MOURMELON LE PETIT,National,49.131302,4.317833,
DARDILLY LE JUBIN,National,45.815249,4.761303,
VERDUN,National,49.165513,5.378756,
VERDUN,National,49.165513,5.378756,
SURVILLIERS FOSSES,National,49.100129,2.525645,
MOTHERN,National,48.934931,8.161849,
SEPT SAULX,National,49.151131,4.256996,
LA CELLE CORREZE,National,45.641272,1.826491,
PORNICHET,National,47.270661,-2.344705,
VILLEFRANQUE,National,43.431475,-1.456459,
CLAIRVAUX,National,48.158314,4.802134,
BOISSISE LE ROI,National,48.529165,2.57345,
PREIGNAC,National,44.578319,-0.3023319999999999,
DIJON VILLE,National,47.323016,5.027143,6.151142857142857
DIJON VILLE,National,47.293824,5.047449,6.151142857142857
DIJON VILLE,National,47.307934,5.031277,6.151142857142857
DIJON VILLE,National,47.320369,5.031082,6.151142857142857
LUC EN DIOIS,National,44.614038,5.454833,
MONTIVILLIERS,National,49.542857,0.189389,
PONT CARDINET,National,48.88752,2.314071,
PONT CARDINET,National,48.887868,2.314727,
PONT CARDINET,National,48.887783,2.314631,
PONT CARDINET,National,48.887647,2.313387,
LA FRESNAIS,National,48.593663,-1.84317,
CHALON SUR SAONE,National,46.781626,4.842615,
ARZEMBOUY,National,47.252453,3.380931,
VOIVRES,National,47.930362,0.085242,
LE PALLET,National,47.143816,-1.346637,
OULCHY BRENY,National,49.187521,3.352528,
MESVES BULCY,National,47.242134,3.006509,
BORDEAUX BASTIDE,National,44.859148,-0.538969,
LE BOUCHET,National,46.968729,0.173179,
CUINCHY,National,50.522171,2.743718,
DIRINON LOPERHET,National,48.392686,-4.285642,
DIRINON LOPERHET,National,48.392762,-4.285757,
PONT ST VINCENT,National,48.602103,6.103443,
EU,National,50.054387,1.417044,
EU,National,50.054337,1.416801,
SECLIN,National,50.547691,3.034959,
POUXEUX,National,48.10395,6.581041,
LE SABLON,National,45.607468,4.796488,
ST AMOUR,National,46.433095,5.334079,
CHARTRES,National,48.44867,1.481429,
PAU,National,43.291499,-0.369693,
ST CYR,National,48.798613,2.072736,
ST CYR,National,48.798855,2.073118,
MOLSHEIM,National,48.537469,7.500118,
VAUX EN BUGEY,National,45.926559,5.34215,
HESDIGNEUL,National,50.660968,1.666818,
RIEDSELTZ,National,48.990658,7.963037,
PORT LA NOUVELLE,National,43.019867,3.038712,
HALUCHERE BATIGNOLLES,National,47.249147,-1.522545,
CAVAILLON (MIN),National,43.825388,5.046659,
BELLEVUE,National,48.818843,2.229851,
ST CLAIR LES ROCHES,National,45.450257,4.769866,
LAPEYROUSE,National,46.223093,2.894295,
LAPEYROUSE,National,46.226726,2.893827,
SCHIRMECK LA BROQUE,National,48.480004,7.215942,
CANNES MARCHANDISES,National,43.547339,6.977246,
HERBEAUVILLIERS,National,48.28795,2.480565,
STE MARGUERITE,National,50.740839,3.00921,
BRIOUDE,National,45.300607,3.378736,
ROUMAZIERES LOUBERT,National,45.889354,0.578811,
ROUMAZIERES LOUBERT,National,45.889192,0.5789,
LIANCOURT ST PIERRE,National,49.220574,1.905541,
HARFLEUR HALTE,National,49.506018,0.1921799999999999,
NAJAC,National,44.222439,1.976478,
VILLEFRANCHE SUR CHER,National,47.294942,1.768504,
AMPLEPUIS,National,45.970495,4.327214,
REGNY,National,45.987627,4.215338,
CONCHIL LE TEMPLE,National,50.362103,1.660959,
BUZY (MEUSE),National,49.172109,5.711115,
LAVANNES CAUREL,National,49.31533,4.145358,
SOISSONS,National,49.369,3.338363,
JUAN LES PINS,National,43.571026,7.111663,
LUNERY,National,46.935041,2.275122,
CARMAUX,National,44.048855,2.151893,
ST GEORGES DE COMMIERS,National,45.043812,5.701066,
SARRANCE,National,43.049722,-0.599725,
VILLENOUVELLE,National,43.432985,1.661155,
STRASBOURG PORT DU RHIN,National,48.574366,7.794638,
CHEILLY LES MARANGES,National,46.892584,4.675646,
PLENEE JUGON,National,48.376643,-2.354649,
LE GRAU DU ROI,National,43.53707,4.140573,
VILLIERS SUR MARNE LE PLESSIS TREVISE,National,48.823117,2.542603,
LA CHAPELLE ST MESMIN,National,47.892989,1.827004,
ROUMAZIERES LOUBERT,National,45.889354,0.578811,
ROUMAZIERES LOUBERT,National,45.889192,0.5789,
HIRSON,National,49.914562,4.08473,
HIRSON,National,49.914321,4.084389,
HIRSON,National,49.914297,4.084428,
CONLIE,National,48.127224,-0.010956,
COUDEKERQUE BRANCHE,National,51.016961,2.37559,
COUDEKERQUE BRANCHE,National,51.020177,2.373901,
CH ATILLON D AZERGUES,National,45.875173,4.645186,
EVIAN LES BAINS,National,46.397753,6.578427,
SUCE SUR ERDRE,National,47.342703,-1.530637,
DREFFEAC,National,47.482267,-2.049996,
RABASTENS COUFFOULEUX,National,43.81991,1.731466,
PODENSAC,National,44.648852,-0.35894,
LE MEUX LA CROIX ST OUEN,National,49.359376,2.753199,
DOMONT,National,49.032806,2.337671,
CREST,National,44.73033,5.015589,
GARCHES MARNES LA COQUETTE,National,48.837951,2.186634,
LA BERNERIE EN RETZ,National,47.083156,-2.033746,
RUMILLY,National,45.862896,5.948157,
ST MARCEL,National,43.288313,5.467151,
BOURG BRUCHE,National,48.360189,7.137239,
LESSEUX FRAPELLE,National,48.28968,7.076665,
LA FOLIE NANTERRE,National,48.89877,2.221413,
CEYZERIAT,National,46.183333,5.325715,
BRETEUIL,National,48.831508,0.920511,
MARGAUX,National,45.035854,-0.685429,
ETALANS,National,47.155984,6.270666,
GAMBSHEIM,National,48.695104,7.879261,
GARDONNE,National,44.834668,0.3319679999999999,
ROTHAU,National,48.459223,7.207432,
AUDUN LE ROMAN,National,49.36659,5.891464,
AUDUN LE ROMAN,National,49.365812,5.902178,
ALBI,National,43.922347,2.137785,
VERNET D ARIEGE,National,43.189346,1.611607,
VOREPPE,National,45.289793,5.632502,
VAUVERT,National,43.69506,4.270078,
LEPANGES,National,48.172737,6.672321,
MARSSAC SUR TARN,National,43.915017,2.026895,
PERSAN BEAUMONT,National,49.148279,2.278786,
CULMONT CHALINDREY,National,47.809602,5.44375,
CULMONT CHALINDREY,National,47.806716,5.448168,
CULMONT CHALINDREY,National,47.808467,5.445906,
NANTEUIL LE HAUDOUIN,National,49.142367,2.793985,
PLEINE FOUGERES,National,48.529907,-1.565841,
ORCHIES,National,50.477231,3.249249,
NEUVILLE AUX BOIS,National,48.070753,2.058898,
DONGES,National,47.308733,-2.071624,
ANDREZIEUX,National,45.521627,4.255252,
NEUFCH ATEAU,National,48.358533,5.690907,
NEUFCH ATEAU,National,48.358234,5.690054,
ST HILAIRE DE CHALEONS,National,47.106326,-1.866929,
ST HILAIRE DE CHALEONS,National,47.106324,-1.866934,
ST HILAIRE DE CHALEONS,National,47.106324,-1.866934,
CROIX WASQUEHAL,National,50.679145,3.138717,
CROUY,National,49.40374,3.356971,
LONGUEAU,National,49.864438,2.352077,
LONGUEAU,National,49.863789,2.352175,
BAUME LES DAMES,National,47.354064,6.359332,
EPLUCHES,National,49.055352,2.123062,
MACHILLY,National,46.252777,6.328385,
RONCQ,National,50.74925,3.118566,
ROSIERES AUX SALINES,National,48.605106,6.350779,
ROSIERES AUX SALINES,National,48.60534,6.350396,
MARTIGUES,National,43.38758,5.025059,
MARTIGUES,National,43.39197,5.025492,
MARTIGUES,National,43.390182,5.025225,
MARTIGUES,National,43.392864,5.025628,
DUNKERQUE PORT OUEST,National,51.003863,2.199456,
GRENOBLE,National,45.19083,5.714517,9.373150684931508
GRENOBLE,National,45.18211,5.718515,9.373150684931508
MARMANDE,National,44.503203,0.16808,
PIERRELATTE,National,44.374646,4.703944,
CONDAT LE LARDIN,National,45.126658,1.226449,
AULNAY SOUS BOIS,National,48.932296,2.494535,
AULNAY SOUS BOIS,National,48.932208,2.494056,
AULNAY SOUS BOIS,National,48.931952,2.496825,
ARGENTON SUR CREUSE,National,46.594539,1.51613,
COSNE SUR LOIRE,National,47.413901,2.93226,
ST AIGULIN LA ROCHE CHALAIS,National,45.157233,-0.019192,
TIEFFENBACH STRUTH,National,48.906312,7.255222,
LES MUREAUX,National,48.995285,1.922769,
LE THEIL LA ROUGE,National,48.267274,0.694308,
GRANDPUITS BAGNEUX,National,48.597962,2.940396,
AVIGNON FONTCOUVERTE,National,43.93772,4.833014,
SEVERAC LE CH ATEAU,National,44.325883,3.056234,
SEVERAC LE CH ATEAU,National,44.325991,3.056474,
ANOR,National,49.984989,4.09289,
ANOR,National,49.98484,4.093249,
JOUY,National,48.510039,1.557659,
OSNY,National,49.062936,2.057888,
BARONCOURT,National,49.284316,5.699743,
BARONCOURT,National,49.279941,5.705215,
LA HUTTE COULOMBIERS,National,48.301002,0.104262,
LA HUTTE COULOMBIERS,National,48.303313,0.105746,
MARSEILLE EN BEAUVAISIS,National,49.570953,1.954684,
MONTS,National,47.281723,0.654757,
HALTE DE FONTANIL LYCEE DE DRAP,National,43.764171,7.339017,
SEVERAC,National,47.549834,-2.072787,
CHAUMONT,National,48.111933,5.109068,
CHAUMONT,National,48.10954,5.13419,
LEPIN LE LAC LA BAUCHE,National,45.541636,5.765188,
VIROFLAY RIVE GAUCHE,National,48.800574,2.17152,
VIROFLAY RIVE GAUCHE,National,48.800705,2.1711,
VENDEUVRE JORT,National,48.978172,-0.088572,
STE GAUBURGE,National,48.717425,0.428892,
LINGOLSHEIM,National,48.559387,7.678357,
ALAI,National,45.752208,4.771772,
DONTRIEN,National,49.244422,4.412238,
MOISSAC,National,44.102409,1.077375,
AILLY SUR SOMME,National,49.928468,2.200729,
GRENADE SUR L ADOUR,National,43.777304,-0.424887,
ST LAURENT D AIGOUZE,National,43.639145,4.19301,
COUFFOULENS LEUC,National,43.155197,2.316896,
FONT ROMEU ODEILLO VIA,National,42.491217,2.038504,
LYON PERRACHE,National,45.748422,4.825674,
LYON PERRACHE,National,45.748089,4.823194,
MERTZWILLER,National,48.872174,7.67828,
FLEURANCE,National,43.852371,0.656386,
GAZINET CESTAS,National,44.772173,-0.699275,
CHAGNY,National,46.906917,4.748513,
CHAGNY,National,46.907249,4.749324,
CHAGNY,National,46.907487,4.748453,
LA JARRIE,National,46.121471,-1.025928,
DEULEMONT,National,50.716698,2.993902,
LES MOUTIERS EN RETZ,National,47.061923,-2.001416,
FOS COUSSOUL,National,43.474551,4.904849,
MORVILLARS,National,47.549659,6.935477,
LA CHAPELLE ST URSIN MORTHOMIERS,National,47.046895,2.301666,
NOYELLES SUR MER,National,50.187387,1.704778,
BOLLWILLER,National,47.856633,7.26749,
BOLLWILLER,National,47.856855,7.267508,
XEUILLEY,National,48.569674,6.101969,
LE BURG,National,45.216284,1.429695,
MARCELCAVE,National,49.853155,2.582197,
KER LANN,National,48.043372,-1.739312,
AULNAY SOUS BOIS,National,48.932296,2.494535,
AULNAY SOUS BOIS,National,48.932208,2.494056,
AULNAY SOUS BOIS,National,48.931952,2.496825,
IS SUR TILLE,National,47.520234,5.129778,
IS SUR TILLE,National,47.520234,5.129778,
IS SUR TILLE,National,47.520215,5.129832,
IS SUR TILLE,National,47.520215,5.129832,
JAVEL,National,48.846245,2.276973,
STRASBOURG ROETHIG,National,48.563304,7.694915,
CAMBRAI ANNEXE,National,50.176684,3.255243,
LES SAULES,National,48.74486,2.417557,
CHAMPAGNOLE,National,46.749442,5.910073,
CULOZ,National,45.842855,5.778673,
CULOZ,National,45.843232,5.778957,
LAVAUFRANCHE,National,46.32315,2.271196,
LAVAUFRANCHE,National,46.321278,2.270264,
MAROLLES EN HUREPOIX,National,48.563534,2.29119,
MONTGERON CROSNE,National,48.709077,2.460603,
ST DIE DES VOSGES,National,48.28212,6.947174,
ST DIE DES VOSGES,National,48.281427,6.950498,
ST DIE DES VOSGES,National,48.281427,6.950498,
VIGEOIS,National,45.383119,1.515629,
COGNAC,National,45.68454,-0.3259139999999999,
CHEVILLON,National,48.524136,5.111915,
BOLOGNE,National,48.198646,5.134534,
BOLOGNE,National,48.198721,5.13444,
RIBECOURT,National,49.506112,2.92742,
LE PENITY,National,48.364541,-3.476355,
ST GEORGES DE RENEINS,National,46.062062,4.71875,
ANTIBES,National,43.585887,7.119225,
LA MADELEINE,National,50.660751,3.072112,
LA MADELEINE,National,50.660647,3.061333,
NOINTEL MOURS,National,49.132591,2.280531,
ST OMER EN CHAUSSEE,National,49.530183,1.996937,
PROVENCHERES SUR FAVE,National,48.304571,7.085467,
VIEUX THANN,National,47.805315,7.120561,
ST CLEMENT LARONXE,National,48.531306,6.608243,
CHAINGY FOURNEAUX PLAGE,National,47.877017,1.782367,
STRASBOURG VILLE,National,48.58287,7.731595,
STRASBOURG VILLE,National,48.58287,7.731595,
STRASBOURG VILLE,National,48.585063,7.734259,
STRASBOURG VILLE,National,48.58287,7.731595,
BARSAC,National,44.603962,-0.320677,
ISSOUDUN,National,46.951995,1.987488,
CHAPEAUROUX,National,44.837841,3.742014,
COBRIEUX,National,50.540409,3.219117,
PONS,National,45.578136,-0.538959,
CLICHY LEVALLOIS,National,48.897649,2.297533,
CLICHY LEVALLOIS,National,48.897856,2.297881,
CLICHY LEVALLOIS,National,48.897954,2.297437,
CLICHY LEVALLOIS,National,48.897409,2.297183,
TOURNEMIRE ROQUEFORT,National,43.969982,3.016591,
TOURNEMIRE ROQUEFORT,National,43.969982,3.016591,
VERMENTON,National,47.660552,3.731979,
NEUILLY PORTE MAILLOT,National,48.877868,2.284262,
TRAOU NEZ,National,48.748555,-3.135155,
NURIEUX,National,46.183945,5.533215,
FORT L ECLUSE COLLONGES,National,46.127911,5.910158,
ANTHEOR CAP ROUX,National,43.43507,6.892086,
MOUZON,National,49.604081,5.069089,
CRANSAC,National,44.522937,2.271752,
LE CREUSOT MONTCEAU MONTCHANIN,National,46.765335,4.50065,3.846133333333333
LE CREUSOT MONTCEAU MONTCHANIN,National,46.765214,4.500112,3.846133333333333
ST MARIENS ST YZAN,National,45.139257,-0.391511,
BELLE ISLE BEGARD,National,48.593563,-3.322778,
MASSY PALAISEAU,National,48.723509,2.254682,
MASSY PALAISEAU,National,48.729877,2.263746,
MALAUSE,National,44.08809,0.971649,
COURTENAY,National,48.036658,3.057088,
CHAMPTOCE SUR LOIRE,National,47.410341,-0.87048,
BOULOURIS SUR MER,National,43.416206,6.807861,
LA POINTE BOUCHEMAINE,National,47.417094,-0.617586,
FROMENTAL,National,46.173204,1.434918,
CLUSES,National,46.061402,6.582708,
GUERET,National,46.174233,1.879373,
GRAFFENWALD,National,47.780542,7.225487,
LAQUEUILLE,National,45.647048,2.704854,
SAONE,National,47.2097,6.101613,
LESTELLE,National,43.118457,0.912312,
BESSINES,National,46.126596,1.377068,
LES EYZIES,National,44.941132,1.00825,
MONTMOREAU,National,45.398191,0.137984,
VARILHES,National,43.041505,1.628432,
ARGENTEUIL,National,48.946565,2.258091,
ARGENTEUIL,National,48.947154,2.257503,
REICHSTETT,National,48.640713,7.779225,
BONNIERES,National,49.038744,1.581611,
LES CLAIRIERES DE VERNEUIL,National,48.99124,1.960423,
CAVAILLON,National,43.832508,5.044681,
CAVAILLON,National,43.834581,5.044022,
VILLEFRANCHE VERNET LES BAINS,National,42.591458,2.37003,
VILLEFRANCHE VERNET LES BAINS,National,42.59159,2.369774,
ALLEE DE LA TOUR RENDEZ VOUS,National,48.89682,2.506174,
BEAULIEU SUR MER,National,43.706682,7.331807,
PARIS NORD SURFACE,National,48.881642,2.35616,
FOECY,National,47.175639,2.162645,
OSSUN,National,43.18329,-0.021336,
TRAPPES,National,48.775053,2.00732,
ST SAVINIEN SUR CHARENTE,National,45.875819,-0.677701,
LAROCHE MIGENNES,National,47.961015,3.511454,
LAROCHE MIGENNES,National,47.96084,3.51294,
NOIZAY,National,47.409731,0.896415,
ENGHIEN LES BAINS,National,48.973234,2.306454,
ROLLEVILLE,National,49.581592,0.216204,
CH ATEAUNEUF SUR CHER,National,46.855767,2.311632,
QUEDILLAC,National,48.248598,-2.145222,
COUZON (LOIRE),National,45.529469,4.625028,
LONGUE,National,47.386895,-0.113932,
FRETIN,National,50.560745,3.148901,
ESTAVAR,National,42.463246,2.01782,
BUSSAC,National,45.211911,-0.368018,
FERE CHAMPENOISE,National,48.762174,3.98271,
