# Run configuration
# Environment,LunarLander-v3
# Render mode,rgb_array
# Batch,128
# Gamma,0.99
# Eps_start,1.0
# Eps_end,0.01
# Eps_decay,2500
# Tau,0.005
# Lr,0.0003

Episode,Reward,Episode_length,Status
0,-29.794768868487104,92,Terminated: Crash
1,-19.455872288834335,72,Terminated: Crash
2,-37.05064228079809,81,Terminated: Crash
3,-16.33715742078904,92,Terminated: Crash
4,-22.68023266637208,103,Terminated: Crash
5,-45.11589049029965,78,Terminated: Crash
6,-23.26147101643101,64,Terminated: Crash
7,3.276872680873902,94,Terminated: Crash
8,-9.56451128702251,95,Terminated: Crash
9,-23.871925887688732,152,Terminated: Crash
10,-35.26200544340985,203,Terminated: Crash
11,-1.392500625595381,83,Terminated: Crash
12,-30.654595501516567,138,Terminated: Crash
13,-23.299202235198948,119,Terminated: Crash
14,5.778904990002455,233,Terminated: Crash
15,18.23657479280189,316,Terminated: Crash
16,2.180030472506914,268,Terminated: Crash
17,-53.806306006334566,210,Terminated: Crash
18,-75.84285810960704,999,Truncated: Sleep
19,19.010260497349982,335,Terminated: Crash
20,-4.258412188646276,397,Terminated: Crash
21,-34.06892235306356,999,Truncated: Sleep
22,-71.09151669642974,999,Truncated: Sleep
23,-57.5941166828765,999,Truncated: Sleep
24,-25.239761865287818,758,Terminated: Crash
25,-30.5278767000544,999,Truncated: Sleep
26,-2.6183865865476914,808,Terminated: Crash
27,13.550204001623587,792,Terminated: Crash
28,-38.55469313597977,968,Terminated: Crash
29,7.762924246865882,999,Truncated: Sleep
30,18.358752281663868,386,Terminated: Crash
31,-16.72996131270326,999,Truncated: Sleep
32,10.097257250518483,828,Terminated: Crash
33,-6.205849293700307,182,Terminated: Crash
34,63.51015736311214,541,Terminated: Crash
35,20.71621894964346,196,Terminated: Crash
36,28.56327717939586,582,Terminated: Crash
37,-34.30604185655153,999,Truncated: Sleep
38,-19.590490779017923,999,Truncated: Sleep
39,-42.411625411167485,999,Truncated: Sleep
40,-34.289897778271225,999,Truncated: Sleep
41,-12.141926896569553,999,Truncated: Sleep
42,4.671242184852305,303,Terminated: Crash
43,-8.298026578236534,412,Terminated: Crash
44,9.889900042798912,999,Truncated: Sleep
45,46.34417439130149,291,Terminated: Crash
46,10.453558065469782,999,Truncated: Sleep
47,33.414267749013455,999,Truncated: Sleep
48,4.6943640050072695,204,Terminated: Crash
49,-2.4004181993276608,999,Truncated: Sleep
50,-2.17425430306516,78,Terminated: Crash
51,-5.286005776412912,999,Truncated: Sleep
52,26.821356298916456,678,Terminated: Crash
53,18.629941135908425,999,Truncated: Sleep
54,-6.778421186335552,86,Terminated: Crash
55,39.37377255031168,999,Truncated: Sleep
56,44.1005184161004,484,Terminated: Crash
57,24.19152019084159,716,Terminated: Crash
58,16.994787591275035,999,Truncated: Sleep
59,71.29256163611173,550,Terminated: Crash
60,98.29325371659935,634,Terminated: Crash
