# Run configuration
# Environment,LunarLander-v3
# Render mode,rgb_array
# Batch,128
# Gamma,0.99
# Eps_start,1.0
# Eps_end,0.01
# Eps_decay,2500
# Tau,0.005
# Lr,0.0003

Episode,Reward,Episode_length,Status
0,-38.876460709690335,131,Terminated: Crash
1,-298.16078199263313,67,Terminated: Crash
2,-122.51559912707242,72,Terminated: Crash
3,-53.14434026690661,131,Terminated: Crash
4,-75.724179362097,80,Terminated: Crash
5,-277.2328782274499,77,Terminated: Crash
6,-195.5173951072651,80,Terminated: Crash
7,-153.34839058009575,79,Terminated: Crash
8,-206.67412356461853,96,Terminated: Crash
9,-74.87557664240455,95,Terminated: Crash
10,-127.64391853957164,108,Terminated: Crash
11,-66.66453864228288,121,Terminated: Crash
12,-67.45176920794663,153,Terminated: Crash
13,-309.6654204033837,101,Terminated: Out of view
14,-57.247663608757215,132,Terminated: Crash
15,-90.5993768417378,101,Terminated: Crash
16,-22.759699748625962,178,Terminated: Crash
17,-141.0167612466491,126,Terminated: Crash
18,10.569810344719457,194,Terminated: Crash
19,-215.79811754839614,455,Terminated: Crash
20,-13.671325444634874,417,Terminated: Crash
21,-197.78185608865374,906,Terminated: Crash
22,-40.67044739801733,999,Truncated: Sleep
23,-102.82874844749861,999,Truncated: Sleep
24,-35.94686286405076,999,Truncated: Sleep
25,-55.3844414990032,999,Truncated: Sleep
26,-58.61503970300255,999,Truncated: Sleep
27,42.608630343886034,540,Terminated: Crash
28,16.12815293866257,999,Truncated: Sleep
29,2.8691446479491747,999,Truncated: Sleep
30,-80.28015497765402,999,Truncated: Sleep
31,-79.12849333422115,999,Truncated: Sleep
32,-30.499291495832303,999,Truncated: Sleep
33,-59.08541128054111,999,Truncated: Sleep
34,-23.60696475755623,999,Truncated: Sleep
35,-59.597617712612,999,Truncated: Sleep
36,-7.168657451159752,999,Truncated: Sleep
37,13.003763798039607,999,Truncated: Sleep
38,12.517820662360743,999,Truncated: Sleep
39,-38.01384600257785,999,Truncated: Sleep
40,-29.86938821802778,999,Truncated: Sleep
41,-11.75211193714879,999,Truncated: Sleep
42,-24.677713824300646,999,Truncated: Sleep
43,-16.680169556042657,999,Truncated: Sleep
44,-1.5849534867038184,999,Truncated: Sleep
45,1.941509615136037,999,Truncated: Sleep
46,-66.79247687199077,999,Truncated: Sleep
47,-16.243622198063846,999,Truncated: Sleep
48,-27.16369045071891,999,Truncated: Sleep
49,-42.550367321751544,999,Truncated: Sleep
50,-64.43930210525926,999,Truncated: Sleep
51,-5.992151328113973,999,Truncated: Sleep
52,12.86525530687133,999,Truncated: Sleep
53,-34.7043854290971,999,Truncated: Sleep
54,-15.879328425907286,999,Truncated: Sleep
55,-18.068368777411262,999,Truncated: Sleep
56,-27.849212348982896,999,Truncated: Sleep
57,-39.763062936162875,999,Truncated: Sleep
58,-9.112366268059288,999,Truncated: Sleep
59,-53.59789911263705,999,Truncated: Sleep
60,-40.044430791589285,999,Truncated: Sleep
61,-22.31414668745732,999,Truncated: Sleep
62,-15.036300041417817,999,Truncated: Sleep
63,-22.941929953799523,999,Truncated: Sleep
64,-4.858014007766962,999,Truncated: Sleep
65,-18.159422628389265,999,Truncated: Sleep
66,4.283108853577945,999,Truncated: Sleep
67,24.294275101385047,999,Truncated: Sleep
68,-22.325865761447183,999,Truncated: Sleep
69,-23.651438651249894,999,Truncated: Sleep
70,0.28968865008221756,999,Truncated: Sleep
71,-42.827420265778606,999,Truncated: Sleep
72,4.239434162279271,999,Truncated: Sleep
73,6.259963753051428,999,Truncated: Sleep
74,-5.270403227705793,999,Truncated: Sleep
75,-26.022668139739444,999,Truncated: Sleep
76,-48.50036561787038,999,Truncated: Sleep
77,39.0797176016222,999,Truncated: Sleep
78,18.491051672543453,999,Truncated: Sleep
79,-3.262956020857788,999,Truncated: Sleep
80,-14.083201865809983,999,Truncated: Sleep
81,-29.530600578167213,999,Truncated: Sleep
82,10.573323726237765,999,Truncated: Sleep
83,260.79208380702755,481,Terminated: Landed
84,-6.420339420797537,999,Truncated: Sleep
85,0.26520065405881743,999,Truncated: Sleep
86,2.81640312607976,999,Truncated: Sleep
87,0.19186761090191579,999,Truncated: Sleep
88,-39.223912206086766,999,Truncated: Sleep
89,21.361430585148863,999,Truncated: Sleep
90,209.28491828305036,717,Terminated: Landed
91,-10.687554242034023,999,Truncated: Sleep
92,268.723355204741,297,Terminated: Landed
93,193.30256801191885,447,Terminated: Crash
94,281.3993405233157,463,Terminated: Landed
95,194.41204533702955,667,Terminated: Crash
96,194.5412524170446,910,Terminated: Crash
97,-10.10006662635097,999,Truncated: Sleep
98,3.4934026146602877,999,Truncated: Sleep
99,175.40752620118928,747,Terminated: Crash
100,0.9087345848194603,999,Truncated: Sleep
101,8.314925585669245,999,Truncated: Sleep
102,17.292613337170295,311,Terminated: Crash
103,-28.484333640450718,999,Truncated: Sleep
104,-24.732600070457014,999,Truncated: Sleep
105,29.08441436605685,999,Truncated: Sleep
106,-10.002555391233324,999,Truncated: Sleep
107,-9.115400297445952,999,Truncated: Sleep
108,34.7955236400056,999,Truncated: Sleep
109,176.94271264557676,907,Terminated: Crash
110,148.78903365780002,980,Terminated: Crash
111,175.44798853900528,817,Terminated: Crash
112,43.693441991725,999,Truncated: Sleep
113,6.894535894180991,999,Truncated: Sleep
114,214.2206486342505,495,Terminated: Landed
115,221.0498332798736,399,Terminated: Landed
116,261.81461460261676,322,Terminated: Landed
117,277.8482181373902,286,Terminated: Landed
118,149.0562665937765,942,Terminated: Crash
119,252.79455821271318,524,Terminated: Landed
120,243.00908752485302,529,Terminated: Landed
121,43.98270293199985,279,Terminated: Crash
122,204.47411178980167,593,Terminated: Landed
123,206.05279563880413,712,Terminated: Landed
124,57.97524222489474,218,Terminated: Crash
125,143.83898310617536,798,Terminated: Crash
126,153.08221469578208,875,Terminated: Crash
127,244.30661925548333,377,Terminated: Landed
128,258.89881717632653,340,Terminated: Landed
129,237.2476172029564,688,Terminated: Landed
130,186.4241067014392,455,Terminated: Crash
