# Run configuration
# Environment,LunarLander-v3
# Render mode,rgb_array
# Batch,128
# Gamma,0.99
# Eps_start,1.0
# Eps_end,0.01
# Eps_decay,2500
# Tau,0.005
# Lr,0.0003

Episode,Reward,Episode_length,Status
0,-33.08653284304449,67,Terminated: Crash
1,-28.227647110644053,93,Terminated: Crash
2,-21.866710071542393,75,Terminated: Crash
3,-12.680198567796658,127,Terminated: Crash
4,-6.204367863312836,84,Terminated: Crash
5,-28.56137513816753,102,Terminated: Crash
6,-45.527650145658086,121,Terminated: Crash
7,-21.57339511683456,111,Terminated: Crash
8,-26.492878599364584,99,Terminated: Crash
9,-9.314874944867697,137,Terminated: Crash
10,-1.6790317415593274,94,Terminated: Crash
11,-8.077730313543412,118,Terminated: Crash
12,-10.100132154950888,174,Terminated: Crash
13,6.660422061344585,186,Terminated: Crash
14,-10.281699849222331,139,Terminated: Crash
15,-50.3995681983649,185,Terminated: Crash
16,-16.881065009222304,999,Truncated: Sleep
17,-25.838985624909057,105,Terminated: Crash
18,-10.838682955096786,112,Terminated: Crash
19,42.114953666128294,346,Terminated: Crash
20,-112.73992997122086,910,Terminated: Crash
21,-67.76655561348812,999,Truncated: Sleep
22,-75.03689682063413,999,Truncated: Sleep
23,-31.1461140617977,999,Truncated: Sleep
24,-58.31078452793869,999,Truncated: Sleep
25,20.504121160102738,345,Terminated: Crash
26,-43.27580847021507,999,Truncated: Sleep
27,1.0866543655832208,158,Terminated: Crash
28,-16.239892225891822,182,Terminated: Crash
29,-7.89301600534645,250,Terminated: Crash
30,-102.05556597352323,440,Terminated: Crash
31,55.952760874450206,789,Terminated: Crash
32,2.5503959998112498,157,Terminated: Crash
33,-22.42308778590905,999,Truncated: Sleep
34,4.529031284502175,687,Terminated: Crash
35,61.486332450485946,254,Terminated: Crash
36,-50.33217084975721,999,Truncated: Sleep
37,-35.44822178029915,999,Truncated: Sleep
38,10.077460340847182,999,Truncated: Sleep
39,-5.699098970213648,999,Truncated: Sleep
40,10.096117467156898,999,Truncated: Sleep
41,3.453768771151765,314,Terminated: Crash
42,53.11192457648222,610,Terminated: Crash
43,-30.109896504793113,840,Terminated: Crash
44,13.261512023921977,884,Terminated: Crash
45,-31.476900124305594,999,Truncated: Sleep
46,30.90373221657221,999,Truncated: Sleep
47,19.947739228853017,999,Truncated: Sleep
48,37.86551977057144,999,Truncated: Sleep
49,70.44564123967517,999,Truncated: Sleep
50,10.808027761383642,856,Terminated: Crash
51,65.27468891182981,565,Terminated: Crash
52,36.08779453155621,373,Terminated: Crash
53,-25.08609589697108,461,Terminated: Crash
54,43.986272012007646,172,Terminated: Crash
55,61.131435982637,721,Terminated: Crash
56,68.12963608080062,526,Terminated: Crash
57,55.47480625194357,391,Terminated: Crash
58,-15.596457261613596,852,Terminated: Crash
59,58.09737478749658,619,Terminated: Crash
60,46.332791289730984,736,Terminated: Crash
61,35.937307222517106,559,Terminated: Crash
62,62.26038202628319,292,Terminated: Crash
63,75.64364767903787,407,Terminated: Crash
64,119.11176886204973,999,Truncated: Sleep
65,109.97138227231564,999,Truncated: Sleep
66,23.451218267964066,655,Terminated: Crash
67,100.70157255480584,999,Truncated: Sleep
68,104.98858646600847,999,Truncated: Sleep
69,92.94049160398725,999,Truncated: Sleep
70,61.685476682560974,245,Terminated: Crash
71,58.79208655082263,999,Truncated: Sleep
72,5.3369159213625865,253,Terminated: Crash
73,29.918141120077863,233,Terminated: Crash
74,123.80558319399597,999,Truncated: Sleep
75,41.11383752606142,234,Terminated: Crash
76,36.71256605258188,218,Terminated: Crash
77,28.687420662327767,177,Terminated: Crash
78,18.439560262235936,821,Terminated: Crash
79,44.13437857661741,999,Truncated: Sleep
80,94.05853816358521,504,Terminated: Crash
81,113.55622523947157,999,Truncated: Sleep
