# Run configuration
# Environment,LunarLander-v3
# Render mode,rgb_array
# Batch,128
# Gamma,0.99
# Eps_start,1.0
# Eps_end,0.01
# Eps_decay,2500
# Tau,0.005
# Lr,0.0003

Episode,Reward,Episode_length,Status
0,-121.31347769121382,104,Terminated: Crash
1,-118.60300963176822,107,Terminated: Crash
2,-109.57430882703194,80,Terminated: Crash
3,-126.34487546995368,106,Terminated: Crash
4,-301.13557931635603,125,Terminated: Out of view
5,-108.02310581025475,73,Terminated: Crash
6,-320.3633932775522,121,Terminated: Out of view
7,-219.85526716090826,125,Terminated: Crash
8,-72.87521910684163,159,Terminated: Crash
9,-248.0703113478629,105,Terminated: Crash
10,-122.36972717326015,151,Terminated: Crash
11,-89.42561913499625,192,Terminated: Crash
12,-24.21908792704579,101,Terminated: Crash
13,-74.11976288936852,233,Terminated: Crash
14,17.371695857744797,229,Terminated: Crash
15,-33.10182472305209,152,Terminated: Crash
16,-8.501279503365538,223,Terminated: Crash
17,-9.072381972814057,193,Terminated: Crash
18,-34.335132090385144,999,Truncated: Sleep
19,-24.610431759585023,999,Truncated: Sleep
20,-54.60827657047094,999,Truncated: Sleep
21,-209.03257873245673,868,Terminated: Crash
22,287.1791806412498,465,Terminated: Landed
23,-96.63836944002182,999,Truncated: Sleep
24,-120.73449235136397,250,Terminated: Crash
25,-83.03265936410938,999,Truncated: Sleep
26,-114.76415424737867,445,Terminated: Crash
27,-80.9667402469546,241,Terminated: Crash
28,-74.51577118944358,229,Terminated: Crash
29,-168.6797220616302,596,Terminated: Crash
30,251.83450383790816,366,Terminated: Landed
31,-100.28701336516129,370,Terminated: Crash
32,-58.954775816210386,999,Truncated: Sleep
33,262.01391518004914,380,Terminated: Landed
34,-71.92976789672034,999,Truncated: Sleep
35,-50.570870783674465,999,Truncated: Sleep
36,-50.87556921700516,999,Truncated: Sleep
37,-17.532642781322316,999,Truncated: Sleep
38,-28.849693237672003,999,Truncated: Sleep
39,-25.33605886590014,999,Truncated: Sleep
40,46.157291195834425,999,Truncated: Sleep
41,21.35797978571253,999,Truncated: Sleep
42,208.8210942762052,678,Terminated: Landed
43,5.832480918720324,999,Truncated: Sleep
44,-13.92092756823948,999,Truncated: Sleep
45,4.215159447794345,999,Truncated: Sleep
46,-13.6986318480687,999,Truncated: Sleep
47,-36.18238936862024,999,Truncated: Sleep
48,-23.75236069029231,999,Truncated: Sleep
49,-2.627172776144711,999,Truncated: Sleep
50,2.9559602011460697,999,Truncated: Sleep
51,6.002723390513653,999,Truncated: Sleep
52,-29.1508038003921,999,Truncated: Sleep
53,-31.064299449587306,999,Truncated: Sleep
54,-41.72832063870939,999,Truncated: Sleep
55,-25.64974764945398,999,Truncated: Sleep
56,-4.637187758099148,999,Truncated: Sleep
57,-33.823308209858325,999,Truncated: Sleep
58,-2.9656384105433755,999,Truncated: Sleep
59,-8.39606246678906,999,Truncated: Sleep
60,-29.4276932418919,999,Truncated: Sleep
61,39.21445296634897,999,Truncated: Sleep
62,244.61218907337434,576,Terminated: Landed
63,224.36364681473634,708,Terminated: Landed
64,18.40175305083924,999,Truncated: Sleep
65,239.7229254593958,533,Terminated: Landed
66,155.9789019379134,635,Terminated: Crash
67,214.330756858442,779,Terminated: Landed
68,10.657788174940974,999,Truncated: Sleep
69,182.93720679902546,745,Terminated: Crash
70,-62.14547539768316,460,Terminated: Crash
71,188.8304490801886,736,Terminated: Crash
72,22.653030515639298,999,Truncated: Sleep
73,235.0142361149832,416,Terminated: Landed
74,290.78081121534206,341,Terminated: Landed
75,7.49765640104036,999,Truncated: Sleep
76,221.75030064719863,487,Terminated: Landed
77,38.41329186993248,999,Truncated: Sleep
78,-33.36106921771173,999,Truncated: Sleep
79,244.96284180838887,376,Terminated: Landed
80,-35.45454822780931,999,Truncated: Sleep
81,223.57365641632387,535,Terminated: Landed
82,21.44192970985088,999,Truncated: Sleep
83,216.04617343856677,502,Terminated: Landed
84,30.52148737993266,999,Truncated: Sleep
85,-2.224930761363261,999,Truncated: Sleep
86,-1.249776711711027,999,Truncated: Sleep
87,11.522424601443303,999,Truncated: Sleep
88,-31.661450785151782,999,Truncated: Sleep
89,28.908962006838607,999,Truncated: Sleep
90,31.325077397421428,999,Truncated: Sleep
91,-27.065663127523578,999,Truncated: Sleep
92,17.997737728902838,999,Truncated: Sleep
93,-30.66621206002872,999,Truncated: Sleep
94,168.87688596044026,664,Terminated: Crash
95,-22.472992040642097,999,Truncated: Sleep
96,-18.018284291642498,999,Truncated: Sleep
97,26.83725197010578,999,Truncated: Sleep
98,1.100528355469867,999,Truncated: Sleep
99,52.28186214692919,999,Truncated: Sleep
100,209.01085263974363,656,Terminated: Landed
101,22.66264057714497,999,Truncated: Sleep
102,188.76699631539844,861,Terminated: Crash
103,-10.278706084987096,999,Truncated: Sleep
104,15.586437446619541,999,Truncated: Sleep
105,221.3575839641694,746,Terminated: Landed
106,170.03291237535916,774,Terminated: Crash
107,-4.35019479504934,999,Truncated: Sleep
108,186.5105093614293,591,Terminated: Crash
109,-2.2285911149023363,999,Truncated: Sleep
110,-3.1013872640545217,999,Truncated: Sleep
111,216.96603505821366,687,Terminated: Landed
112,213.60364429007146,557,Terminated: Landed
113,128.5127842447058,873,Terminated: Crash
114,195.9550863407074,500,Terminated: Crash
115,38.76637474100896,999,Truncated: Sleep
116,192.19697239248995,603,Terminated: Crash
117,193.0103160956998,651,Terminated: Crash
118,-19.86774667030226,999,Truncated: Sleep
119,191.04655385204296,570,Terminated: Crash
120,73.80997155251376,877,Terminated: Crash
121,18.22984577382301,999,Truncated: Sleep
122,-36.61829489591505,999,Truncated: Sleep
123,-78.0249146077258,566,Terminated: Crash
124,152.53110884501388,447,Terminated: Crash
125,206.78439326894102,526,Terminated: Landed
126,246.70776692968116,417,Terminated: Landed
127,168.71373893303257,690,Terminated: Crash
128,-2.571810965506497,999,Truncated: Sleep
129,18.931952335514314,999,Truncated: Sleep
130,-15.189667033848837,999,Truncated: Sleep
131,28.84784099345387,999,Truncated: Sleep
132,-0.16329200198331878,999,Truncated: Sleep
133,-32.23912591034802,999,Truncated: Sleep
134,16.915339950774978,999,Truncated: Sleep
135,109.85083167267598,971,Terminated: Crash
136,212.93474407338806,526,Terminated: Landed
