# Run configuration
# Environment,LunarLander-v3
# Render mode,rgb_array
# Batch,128
# Gamma,0.99
# Eps_start,1.0
# Eps_end,0.01
# Eps_decay,2500
# Tau,0.005
# Lr,0.0003

Episode,Reward,Episode_length,Status
0,-16.689603474572117,71,Terminated: Crash
1,-11.819367999356764,87,Terminated: Crash
2,-26.527862785195516,87,Terminated: Crash
3,-31.3973828970854,61,Terminated: Crash
4,-69.51435426853314,129,Terminated: Crash
5,-65.07230898469618,80,Terminated: Crash
6,-79.22274494766265,96,Terminated: Crash
7,-10.249996157696133,130,Terminated: Crash
8,-66.03796241122811,128,Terminated: Crash
9,-48.81748114830165,999,Truncated: Sleep
10,23.45688623518876,156,Terminated: Crash
11,21.65245665639658,127,Terminated: Crash
12,-58.05941776112262,256,Terminated: Crash
13,34.927764972948545,188,Terminated: Crash
14,35.317893620667775,999,Truncated: Sleep
15,-79.92707414695832,999,Truncated: Sleep
16,-53.11646677475859,999,Truncated: Sleep
17,-36.71816735184915,999,Truncated: Sleep
18,-56.94947489304503,999,Truncated: Sleep
19,-18.968756576844665,999,Truncated: Sleep
20,4.626510394636732,999,Truncated: Sleep
21,-30.857097617300575,999,Truncated: Sleep
22,7.635711195522221,999,Truncated: Sleep
23,-13.35701319617493,999,Truncated: Sleep
24,7.336090082263045,316,Terminated: Crash
25,-18.990030039431534,999,Truncated: Sleep
26,34.42364392750337,373,Terminated: Crash
27,1.5132053626073914,165,Terminated: Crash
28,35.03599870891934,596,Terminated: Crash
29,19.913490936890753,279,Terminated: Crash
30,-49.88765534201025,672,Terminated: Crash
31,-29.665312749616355,999,Truncated: Sleep
32,55.43130139894028,404,Terminated: Crash
33,6.8827864933426985,583,Terminated: Crash
34,44.29161479721256,494,Terminated: Crash
35,-21.45995191211686,999,Truncated: Sleep
36,51.43505699387709,350,Terminated: Crash
37,32.2063499079903,468,Terminated: Crash
38,17.806061480047493,271,Terminated: Crash
39,30.8851212028691,266,Terminated: Crash
40,24.390391002009583,285,Terminated: Crash
41,-57.83963863926299,88,Terminated: Crash
42,28.563288267650524,462,Terminated: Crash
43,-29.957134571975132,705,Terminated: Crash
44,3.197497351437594,281,Terminated: Crash
45,-16.31617957480099,999,Truncated: Sleep
46,-18.028360934159622,799,Terminated: Crash
47,-2.698302306089448,581,Terminated: Crash
48,-17.089389238423976,213,Terminated: Crash
49,-21.198416941154893,265,Terminated: Crash
50,-79.45926548124946,107,Terminated: Crash
51,-50.33814431927263,87,Terminated: Crash
52,-90.2688164641327,154,Terminated: Crash
53,-54.58674983013721,84,Terminated: Crash
54,-78.1604183127699,140,Terminated: Crash
55,-27.803006076039857,124,Terminated: Crash
56,-47.25808318626372,162,Terminated: Crash
57,-52.18410221259231,156,Terminated: Crash
58,-44.39307202966978,89,Terminated: Crash
59,-6.18868269529187,197,Terminated: Crash
60,-39.735223596003614,210,Terminated: Crash
61,-53.80748272424166,132,Terminated: Crash
62,-28.642681287413097,99,Terminated: Crash
63,-13.623201400227952,125,Terminated: Crash
64,7.0714277651473605,117,Terminated: Crash
65,-39.58592348901962,66,Terminated: Crash
66,-41.937823373702166,62,Terminated: Crash
67,-59.4459339916228,75,Terminated: Crash
68,-2.4210128159354873,300,Terminated: Crash
69,-2.3434426750152113,112,Terminated: Crash
70,1.9020326306118598,112,Terminated: Crash
71,-54.72633974949004,73,Terminated: Crash
72,-17.060026220072224,112,Terminated: Crash
73,-32.9940376262102,130,Terminated: Crash
74,-9.951330977893832,124,Terminated: Crash
75,-22.221621481915868,97,Terminated: Crash
76,-17.6384899276463,137,Terminated: Crash
77,-60.31791138652375,73,Terminated: Crash
78,-63.050028560714495,86,Terminated: Crash
79,-0.038282655738218097,132,Terminated: Crash
80,-53.16542163843885,68,Terminated: Crash
81,-24.564915081310367,102,Terminated: Crash
82,-54.44561483505108,73,Terminated: Crash
83,-38.685791777296316,117,Terminated: Crash
84,-51.34470025571695,65,Terminated: Crash
85,-65.0,64,Terminated: Crash
86,-55.173054128547186,57,Terminated: Crash
87,-66.86367519471449,66,Terminated: Crash
88,-57.7741220005353,73,Terminated: Crash
89,-6.767124039571215,103,Terminated: Crash
90,-42.516364588826555,64,Terminated: Crash
91,-72.0,71,Terminated: Crash
92,-22.957716538023753,99,Terminated: Crash
93,-60.43796054160611,79,Terminated: Crash
94,-34.5575098966334,69,Terminated: Crash
95,-64.89535649097748,86,Terminated: Crash
96,-56.20677655522237,67,Terminated: Crash
97,-60.15312194943521,78,Terminated: Crash
98,-66.0,65,Terminated: Crash
99,-67.67271016346194,70,Terminated: Crash
100,-49.54524884800254,57,Terminated: Crash
101,-53.811361848568026,53,Terminated: Crash
102,-61.75633820160197,80,Terminated: Crash
103,-49.237459028131745,76,Terminated: Crash
104,-31.73429323182761,49,Terminated: Crash
105,-80.0,79,Terminated: Crash
106,-65.87051829430058,86,Terminated: Crash
107,-40.151106056183544,51,Terminated: Crash
108,-58.0,57,Terminated: Crash
109,-50.54955044959928,51,Terminated: Crash
110,-78.0,77,Terminated: Crash
111,13.25619253040049,90,Terminated: Crash
112,-64.0,67,Terminated: Crash
113,-54.52284103149142,58,Terminated: Crash
114,-49.182754616305225,53,Terminated: Crash
115,-52.1776379386953,62,Terminated: Crash
116,-52.1938531921287,52,Terminated: Crash
117,-63.370234668042144,71,Terminated: Crash
118,-44.130606359526745,49,Terminated: Crash
119,-56.73652348949391,60,Terminated: Crash
120,-63.0,64,Terminated: Crash
121,-63.059402692970274,83,Terminated: Crash
122,-59.12729050103462,68,Terminated: Crash
123,-50.16380481489642,51,Terminated: Crash
124,-57.0,56,Terminated: Crash
125,-62.0,63,Terminated: Crash
126,-80.73047236848035,80,Terminated: Crash
127,-72.25672208179608,73,Terminated: Crash
128,-62.0,61,Terminated: Crash
129,-59.82575055995585,75,Terminated: Crash
130,-67.54930027454625,67,Terminated: Crash
131,-83.1793372221394,85,Terminated: Crash
132,-60.751131405696746,76,Terminated: Crash
133,-66.0,65,Terminated: Crash
134,-40.916731181311846,51,Terminated: Crash
135,-46.69150187451113,52,Terminated: Crash
136,-57.63329081779281,76,Terminated: Crash
137,-42.5435781320732,55,Terminated: Crash
138,-59.617742320550974,60,Terminated: Crash
139,-78.0,79,Terminated: Crash
140,-58.133537812142606,60,Terminated: Crash
